,Nifty_Div_Yield,Nifty_EPS,Nifty_PB,Nifty_PE,Nifty_CAPE,US_CAPE
MonthlyPrice_.NSEI,-170.8688482142857,28903.04430335714,377.02493685714285,2139.8275088571427,5579.877004761905,2042.860978571429
MonthlyPrice_.NIFMDCP100,-301.0468026785714,37059.19915167856,662.4667324285715,3778.8552400714284,9696.220197619046,3614.057903571428
MonthlyPrice_.NIFSMCP100,-202.58180837142854,-10965.313058000005,623.9940911428571,2767.819238914285,8706.81341142857,3712.846951428571
LogReturn_.NSEI,0.007649421992083357,3.4850379612548292,-0.024411476797487022,-0.024351761074694184,-0.20440580680770076,-0.07384338704775599
LogReturn_.NIFMDCP100,0.008479461901261776,4.496711339934716,-0.029468354021654066,-0.01900570525088185,-0.22403268901973059,-0.08520557912327222
LogReturn_.NIFSMCP100,0.009530204395006939,4.9494418327133305,-0.026880860127911303,-0.013197281445567519,-0.1953214230584792,-0.07169379276973989
Return3m_.NSEI,0.016903440636108397,10.80214562566794,-0.0450164358851348,-0.017943113343058908,-0.08566211620029089,-0.05192111934638424
Return3m_.NIFMDCP100,0.013684242264002442,13.155098591852823,-0.05209632841556398,0.042326256443726805,-0.026306288419908255,-0.06275408858791957
Return3m_.NIFSMCP100,0.0180541306662592,13.725086110002534,-0.05108726112319593,0.028568481162858605,0.06503710966358654,-0.0348562248883379
Return6m_.NSEI,-0.01494481223227605,14.639007744485125,-0.0024322129609000705,0.44607987535719884,0.544639016915389,0.1247401037842321
Return6m_.NIFMDCP100,-0.028776713978779837,19.311568938486765,-0.00609948331217172,0.6354052959653008,0.6562145836994889,0.14301032287572388
Return6m_.NIFSMCP100,-0.0303112711414829,19.821990525663825,0.0003206917136956228,0.6852377188558494,0.8635761556088931,0.22365641302523348
Return12m_.NSEI,-0.06725237165587943,1.8651202384501622,0.14993636007890435,1.0517960147119036,2.1855094000454085,1.0527460713130508
Return12m_.NIFMDCP100,-0.08879708029766063,5.9865420370307945,0.17026910950569873,1.2886396549605048,2.589726403711757,1.1643741343810896
Return12m_.NIFSMCP100,-0.09876889904585445,-1.6490160978100648,0.22884854523383708,1.5246789107048564,3.2454017536305018,1.5806926736386726
Drawdown3m_.NSEI,0.004283467386354688,2.9167773421954286,-0.01569527971107891,0.019609594684366505,-0.06181535371740855,0.007451146696965224
Drawdown3m_.NIFMDCP100,0.003932351258033718,3.5790359260029128,-0.019412736297846775,0.04352840947841581,-0.0706081967871444,0.016460603037356067
Drawdown3m_.NIFSMCP100,0.004000928897293787,4.167441254340335,-0.018027297083217167,0.057637714709160216,-0.009388142882639327,0.049274357218127424
Drawdown6m_.NSEI,-0.0013754122005334162,2.6718113238021965,-0.0011356179606932866,0.1682801918348134,0.26102942585050715,0.16440508170486548
Drawdown6m_.NIFMDCP100,-0.001151670476174556,3.607003682464221,-0.006198337867003094,0.21337723915534484,0.26701383981860977,0.18653504146598218
Drawdown6m_.NIFSMCP100,-0.005698580834824676,3.893212342198345,0.005352649158152557,0.29265833508284766,0.49134072008354457,0.2947952963049521
Drawdown12m_.NSEI,-0.01622624456379174,0.23375266538525824,0.036634570148746846,0.3939140945821779,0.7956552827456874,0.42258305397581014
Drawdown12m_.NIFMDCP100,-0.019918156092128745,0.2548451631878434,0.04222667977239127,0.5022044667269008,0.9426531016726996,0.5162674256727734
Drawdown12m_.NIFSMCP100,-0.030603646414030208,-2.0413854026975113,0.07225725159436416,0.6583179161838572,1.3431064785225397,0.7403511541545409
SemiStd3m_.NSEI,-0.003597169606595296,-1.6015738294039261,0.009386297274615613,-0.023132596716540554,-0.03868569266279777,-0.0444606102672396
SemiStd3m_.NIFMDCP100,-0.002469258480053741,-2.466309103991475,0.011735578988340606,-0.05563899798307387,-0.04543448097403224,-0.054252187132561455
SemiStd3m_.NIFSMCP100,-0.0021757968972268005,-2.9574884202819725,0.008967810653997786,-0.07309684286956061,-0.13168232075374833,-0.10018886789925084
SemiStd6m_.NSEI,0.00272798697708123,-0.6388211995380643,-0.0050116233662669185,-0.09152410372852852,-0.16466892880422734,-0.09122241257004929
SemiStd6m_.NIFMDCP100,0.004175583267330557,-1.0334434118416782,-0.004915429483560832,-0.1279903103071864,-0.1856409672638288,-0.11164855638760553
SemiStd6m_.NIFSMCP100,0.00691639395110842,-0.7973062318809935,-0.012767189452980932,-0.1721136642061832,-0.32076400798205823,-0.18078642706102577
SemiStd12m_.NSEI,0.005554625694297676,1.1574845611863518,-0.017186526480124455,-0.10263719156295108,-0.25135576997518566,-0.13947264159093592
SemiStd12m_.NIFMDCP100,0.006301890552805907,1.2800153026961623,-0.01927284627300692,-0.12551689409769706,-0.30015673743464905,-0.16744602576963694
SemiStd12m_.NIFSMCP100,0.00909803799330465,2.613662106413588,-0.031379559586975886,-0.17602267136605732,-0.44882775730197655,-0.2570988175087132
