X_Category,X_Variable,Y_Variable_Group,Y_Variable,COVID,Derivatives_Expansion,GFC,Post_GFC,Recent
fixed_income,Ind_spread,Return3m,Return3m_.NIFMDCP100,0.19131484621523295,0.07755339927840406,0.6955824445600368,0.2901046003948729,-0.12724343272042107
fixed_income,Ind_spread,Return3m,Return3m_.NIFSMCP100,0.22982754633594832,0.11859551391844804,0.6511826495132446,0.29749585754903957,-0.16229690054584744
fixed_income,Ind_spread,Return3m,Return3m_.NSEI,0.21573367757550418,0.17465217793061105,0.6932396075773571,0.19786339905404995,-0.03440407494610759
fixed_income,Ind_spread,Return6m,Return6m_.NIFMDCP100,0.25409156453332016,-0.05767841275221079,0.596353584697812,0.3356690470284277,-0.3220884064570114
fixed_income,Ind_spread,Return6m,Return6m_.NIFSMCP100,0.3767615261585454,0.05803677697538356,0.5518550352665399,0.30596420330569823,-0.35196146053175337
fixed_income,Ind_spread,Return6m,Return6m_.NSEI,0.240500307851043,0.06686576621408932,0.5920039140227287,0.1288424709107547,-0.18511955156902948
fixed_income,Ind_spread,SemiStd12m,SemiStd12m_.NIFMDCP100,0.19257970800027302,0.2003020130635372,-0.09786699684481734,-0.5631479992652669,0.819005880183862
fixed_income,Ind_spread,SemiStd12m,SemiStd12m_.NIFSMCP100,0.14120869251726606,0.04653886568413097,0.11689606297427246,-0.4637774492445647,0.7962303756818567
fixed_income,Ind_spread,SemiStd12m,SemiStd12m_.NSEI,0.255034582002309,-0.05677873859980218,-0.01392235513978083,0.1362222378747833,0.6290036758317255
fixed_income,Ind_spread,SemiStd3m,SemiStd3m_.NIFMDCP100,-0.03998713293480383,0.012653681329136043,-0.8180989700667199,-0.28571893865008274,0.06689338763118487
fixed_income,Ind_spread,SemiStd3m,SemiStd3m_.NIFSMCP100,-0.018275901801446726,-0.0694572848665188,-0.6921641500226069,-0.33202029111469805,0.14697469945974362
fixed_income,Ind_spread,SemiStd3m,SemiStd3m_.NSEI,-0.08932951974531841,-0.17186740038944984,-0.7528737920666574,-0.04680479968700785,-0.019127629440819808
fixed_income,Ind_spread,SemiStd6m,SemiStd6m_.NIFMDCP100,-0.008162389776470205,0.18178350489680917,-0.621286079933396,-0.38627233873532546,0.37403334716039577
fixed_income,Ind_spread,SemiStd6m,SemiStd6m_.NIFSMCP100,-0.03310063110351596,0.1312322711557741,-0.45678248191366627,-0.3605658206754765,0.4834661961457097
fixed_income,Ind_spread,SemiStd6m,SemiStd6m_.NSEI,0.010091073029923963,-0.021571340095470147,-0.5577107038331109,0.12497724525969683,0.1987420019856128
fixed_income,Us_spread,Drawdown12m,Drawdown12m_.NIFMDCP100,0.19371257622653432,0.5354086508432928,0.5103183193715262,-0.06961311271064313,-0.39724106533122444
fixed_income,Us_spread,Drawdown12m,Drawdown12m_.NIFSMCP100,0.5256726292574821,0.5641853223527231,0.4017149540620153,-0.0646650560283346,-0.3719088051105524
fixed_income,Us_spread,Drawdown12m,Drawdown12m_.NSEI,0.2202604965267747,-0.19493070794010625,0.4512170539779247,-0.03150207955452321,-0.25771522104841454
fixed_income,Us_spread,Drawdown3m,Drawdown3m_.NIFMDCP100,0.17004864977283426,0.22760147048528762,0.3722145171211302,-0.07646954332594812,-0.27606047513049287
fixed_income,Us_spread,Drawdown3m,Drawdown3m_.NIFSMCP100,0.17386675382170205,0.20074303212748668,0.2570117148130045,-0.04459488025286502,-0.25934859636285595
fixed_income,Us_spread,Drawdown3m,Drawdown3m_.NSEI,0.21292253089284274,-0.01986577037351743,0.24485569759494225,-0.20318090571214392,-0.1042662635747915
fixed_income,Us_spread,Drawdown6m,Drawdown6m_.NIFMDCP100,0.1759567362544883,0.46845843294432454,0.5548989711415906,-0.05114552961496456,-0.31998140595473246
fixed_income,Us_spread,Drawdown6m,Drawdown6m_.NIFSMCP100,0.2726113406287206,0.4683141200721975,0.4597775824810496,-0.04753170728597797,-0.4155024722623385
fixed_income,Us_spread,Drawdown6m,Drawdown6m_.NSEI,0.19997586148214702,-0.06884040772840215,0.4707267472606209,-0.17977173468340765,-0.11040072733282463
fixed_income,Us_spread,LogReturn,LogReturn_.NIFMDCP100,0.15614305324775374,0.09331870683877315,0.41612640789532623,-0.08637158628449414,-0.21833681222496973
fixed_income,Us_spread,LogReturn,LogReturn_.NIFSMCP100,0.19365403359851935,0.13077206167799646,0.3334609691487412,-0.012884397542271407,-0.24356149072768815
fixed_income,Us_spread,LogReturn,LogReturn_.NSEI,0.13412620301148323,-0.04201085292056101,0.31984570701264214,-0.16395752572337433,-0.09125751697331677
fixed_income,Us_spread,Return12m,Return12m_.NIFMDCP100,0.7477414693515902,0.42437952009480234,0.26084478330170485,0.33397463350480616,-0.39476126061066646
fixed_income,Us_spread,Return12m,Return12m_.NIFSMCP100,0.8043437366531546,0.3217350301652295,0.17409132437984756,0.30391191076822704,-0.3352936903963439
fixed_income,Us_spread,Return12m,Return12m_.NSEI,0.714664388992911,-0.059471501341305376,0.247807321526394,0.33849300513705827,-0.292509276015976
fixed_income,Us_spread,Return3m,Return3m_.NIFMDCP100,0.29970922489467366,0.17682003003719188,0.5112678818412449,-0.0222020112207062,-0.31339750021913165
fixed_income,Us_spread,Return3m,Return3m_.NIFSMCP100,0.34147047217024723,0.23518770915042514,0.4391830526432687,0.06756888169248607,-0.33607195042447424
fixed_income,Us_spread,Return3m,Return3m_.NSEI,0.22582034984342067,-0.12417484492498995,0.4516744906043591,-0.15299038783819083,-0.140340852417424
fixed_income,Us_spread,Return6m,Return6m_.NIFMDCP100,0.49422561962665035,0.23199289627086347,0.5738462838258352,0.0121850857403812,-0.4006576683443389
fixed_income,Us_spread,Return6m,Return6m_.NIFSMCP100,0.5542960667174811,0.24016198528402605,0.5447338398591156,0.07053374407847292,-0.40406795523833733
fixed_income,Us_spread,Return6m,Return6m_.NSEI,0.4385614742076734,-0.30735324858081714,0.53669803389772,-0.0927189384357005,-0.2653994831948789
fixed_income,Us_spread,SemiStd12m,SemiStd12m_.NIFMDCP100,-0.2159962922748579,-0.6424667978427486,-0.060815540605925596,-0.3511946652082524,0.7105988043245445
fixed_income,Us_spread,SemiStd12m,SemiStd12m_.NIFSMCP100,-0.2822577439820609,-0.38907902789299065,0.14055713091872035,-0.28785774296260075,0.5648237822537283
fixed_income,Us_spread,SemiStd12m,SemiStd12m_.NSEI,-0.13080937807412538,0.0321242629045534,0.014318830994804837,-0.10072508596661457,0.38240643518221024
fixed_income,Us_spread,SemiStd3m,SemiStd3m_.NIFMDCP100,-0.24446622668328266,-0.37596994607414363,-0.5402739785865676,-0.011057932436640399,0.40922595830052744
fixed_income,Us_spread,SemiStd3m,SemiStd3m_.NIFSMCP100,-0.2405330134938343,-0.30442862843323754,-0.35733831301856767,0.009112729875371704,0.38980619335828653
fixed_income,Us_spread,SemiStd3m,SemiStd3m_.NSEI,-0.25859491633907256,0.01573944745077864,-0.34950977167467523,0.1568673984621255,0.1997878741666286
fixed_income,Us_spread,SemiStd6m,SemiStd6m_.NIFMDCP100,-0.3014713855060226,-0.5101952103849872,-0.568378854659972,-0.04728258117059968,0.6439349358584465
fixed_income,Us_spread,SemiStd6m,SemiStd6m_.NIFSMCP100,-0.32779832283793314,-0.3604122648593003,-0.4420642107052101,-0.0005410054890165643,0.6176004282914356
fixed_income,Us_spread,SemiStd6m,SemiStd6m_.NSEI,-0.26431365388113137,0.07426586046110481,-0.47302499846193774,0.1883888815459202,0.3705337806504237
macro,CPI,Drawdown12m,Drawdown12m_.NIFMDCP100,-0.13963614198027482,-0.1403050577626126,-0.21716127464144064,-0.02734750995354457,0.33677861682706484
macro,CPI,Drawdown12m,Drawdown12m_.NIFSMCP100,-0.2999141592411968,-0.1931608266027785,-0.27043055025705315,0.05625126096549735,0.2647385515351702
macro,CPI,Drawdown12m,Drawdown12m_.NSEI,-0.14110202700838723,-0.4163134854493654,-0.25628361925923654,0.054008049459475606,0.1308662412380464
macro,CPI,Drawdown3m,Drawdown3m_.NIFMDCP100,-0.20529156130996304,-0.03574595196037508,0.020075519966262934,-0.12939057941837853,0.18949611443287817
macro,CPI,Drawdown3m,Drawdown3m_.NIFSMCP100,-0.21407292811891607,-0.09048471558303932,-0.0429626049336151,-0.06571466789361517,0.2070414169732024
macro,CPI,Drawdown3m,Drawdown3m_.NSEI,-0.22820274927730572,-0.17550209991494262,-0.01176681377674888,-0.11634678088823361,-0.07866171825162586
macro,CPI,Drawdown6m,Drawdown6m_.NIFMDCP100,-0.12201629197323145,-0.0891928180257625,-0.11543733714790885,-0.11219429686898624,0.24669807770840896
macro,CPI,Drawdown6m,Drawdown6m_.NIFSMCP100,-0.1638124939219145,-0.18652503287178046,-0.18256593930328513,0.007796036245079256,0.3016201913960734
