,Ind_spread,Us_spread
MonthlyPrice_.NSEI,85.64270385638287,-401.9617832446808
MonthlyPrice_.NIFMDCP100,300.7856836879431,-832.958985815603
MonthlyPrice_.NIFSMCP100,130.9058949024823,-281.28207668439717
LogReturn_.NSEI,0.00011771380032315538,-0.0006796715654733488
LogReturn_.NIFMDCP100,5.244152687230904e-05,0.0018950004283611178
LogReturn_.NIFSMCP100,0.00015190133726116503,0.003670795009122689
Return3m_.NSEI,0.0020926357184338287,-0.0030842106561926514
Return3m_.NIFMDCP100,0.0012138420972447952,0.0057369834331093385
Return3m_.NIFSMCP100,0.0025772585697306444,0.010594857790462129
Return6m_.NSEI,0.0010506436356000886,-0.010011063017918516
Return6m_.NIFMDCP100,-0.0012081230491596416,0.010073104402750612
Return6m_.NIFSMCP100,0.0017126598008113199,0.01469138912266297
Return12m_.NSEI,-0.002453071544189233,-0.0031622917533444756
Return12m_.NIFMDCP100,-0.010405690337538395,0.03385774739880138
Return12m_.NIFSMCP100,-0.003460862280049287,0.0328455324190828
Drawdown3m_.NSEI,0.0005248271040345823,-0.00025396026416403994
Drawdown3m_.NIFMDCP100,-0.0005207770607045689,0.003872819709175476
Drawdown3m_.NIFSMCP100,-7.75418724611015e-05,0.004931078767909486
Drawdown6m_.NSEI,0.0005885147713229784,-0.0009456597071558766
Drawdown6m_.NIFMDCP100,-0.001028770997971137,0.008729265729324528
Drawdown6m_.NIFSMCP100,-0.000771396863566262,0.013673896594924554
Drawdown12m_.NSEI,0.0004346775080781886,-0.003491495627214772
Drawdown12m_.NIFMDCP100,-0.0011528535486352279,0.012138631843698011
Drawdown12m_.NIFSMCP100,-0.000991466537930535,0.02171238037392862
SemiStd3m_.NSEI,-0.0005660771583118533,0.0001074638471206504
SemiStd3m_.NIFMDCP100,6.139992025854827e-05,-0.003781767481549344
SemiStd3m_.NIFSMCP100,-0.0005202334186863001,-0.004726685585202633
SemiStd6m_.NSEI,-4.658045641196419e-05,0.00033243489901354405
SemiStd6m_.NIFMDCP100,0.0006551305761012326,-0.0038115406219911456
SemiStd6m_.NIFSMCP100,0.0007316872112188008,-0.00416557693403102
SemiStd12m_.NSEI,-9.132184375120175e-05,0.00010710577340196426
SemiStd12m_.NIFMDCP100,0.00048407527428108037,-0.0032186151684603353
SemiStd12m_.NIFSMCP100,0.00016975342404230396,-0.0029419233298213043
