,Nifty_Div_Yield,Nifty_EPS,Nifty_PB,Nifty_PE,Nifty_CAPE,US_CAPE
MonthlyPrice_.NSEI,-44.8844415292553,26658.965589441486,89.78024595744674,1723.7353295744679,3448.6235026595728,2942.8967606382985
MonthlyPrice_.NIFMDCP100,-86.39766180851058,59469.981438191506,172.84033457446805,4161.598972340425,7300.2669468085105,6465.253035460995
MonthlyPrice_.NIFSMCP100,-33.53086990691489,20706.15575162234,77.60672446808509,1659.1604830851056,2921.5210079787234,2565.663608156029
LogReturn_.NSEI,0.00045409478925521066,0.28665675671244406,-0.000622982109362505,-0.003953214614650478,-0.00983056666196163,-0.00039042658817801506
LogReturn_.NIFMDCP100,0.000972104215925028,0.1409882915774629,-0.0016173635030007033,-0.014067262131417534,-0.03306552081308788,-0.016497610901985583
LogReturn_.NIFSMCP100,0.0015137921561566596,0.06677122435333686,-0.002234651695987772,-0.019381215920821596,-0.04983245208147268,-0.02813063459930861
Return3m_.NSEI,0.0011578142615069347,0.6320415080850761,-0.001418674744744706,0.0028750696179681325,0.0198982904224914,0.02837975169944191
Return3m_.NIFMDCP100,0.0022408973632219637,0.046010610490292904,-0.002853585970629442,-0.023233146446595552,-0.042670925754036616,-0.024940141649325124
Return3m_.NIFSMCP100,0.003317583595205287,-0.20600484078282352,-0.004692412391630863,-0.0388521662327132,-0.07544302785517985,-0.049189473780244894
Return6m_.NSEI,-0.0010331182907539725,0.6703079750033331,0.0012607195062590548,0.05002910521579457,0.08152430327058585,0.07073499257302215
Return6m_.NIFMDCP100,0.0002788084046005861,-0.43032108814124537,-0.00046452762472669047,0.0003169639801597417,-0.040890557683361146,-0.03384552553824077
Return6m_.NIFSMCP100,0.0005502973331907763,-0.7714338117474949,-0.0015675644446885024,0.007951028505296944,-0.060797666822220466,-0.04641305680890229
Return12m_.NSEI,-0.0018698662896201282,1.8471626865524329,0.009399137459228938,0.05475795859078558,0.1843706447388071,0.1482382873882019
Return12m_.NIFMDCP100,0.0006483729415916259,0.6238632937854461,0.007723943686318968,-0.059080401710276356,-0.005064652700886961,-0.023888737446670673
Return12m_.NIFSMCP100,0.0010848974179080296,1.175008459292105,0.007679380897730831,-0.03412372575849229,0.03966248593023938,0.023165206583334957
Drawdown3m_.NSEI,0.00042176350780943086,0.2483665388682238,-0.0006838184957669369,-0.005342175955787273,-0.005060630901036434,0.00045020035397464543
Drawdown3m_.NIFMDCP100,0.0007384025823495527,-0.10067505027477772,-0.0013686963703512262,-0.018477896875121514,-0.03586685864788775,-0.02454472252583841
Drawdown3m_.NIFSMCP100,0.0009792006559982867,-0.040567297547120344,-0.0016628125886027799,-0.02029811384882441,-0.04025213105328209,-0.024981656136841994
Drawdown6m_.NSEI,0.0006164726098210781,0.2913342079887305,-0.0005691399859812583,0.0015402043017148186,0.007695997388940494,0.011534267853184618
Drawdown6m_.NIFMDCP100,0.0011150777022745774,-0.3834423116802389,-0.001556249621439834,-0.026038954775767797,-0.050719132144264,-0.038062726809584106
Drawdown6m_.NIFSMCP100,0.001249100013480478,-0.42440512822282,-0.0017758526150924363,-0.03099998467669203,-0.06258692142992647,-0.04643311315265034
Drawdown12m_.NSEI,-1.2874123460174405e-05,0.648366388565701,0.000725053150367968,0.019670902787058207,0.04570024991259196,0.04249707904648115
Drawdown12m_.NIFMDCP100,0.001241317193413729,-0.49959442886642524,-0.0015544293446478064,-0.03192716993809236,-0.06114993303467129,-0.04830081910912721
Drawdown12m_.NIFSMCP100,0.0018794238087214042,-0.8229411394534553,-0.002423866585143667,-0.051686197766062425,-0.10057728393462954,-0.0805306653337332
SemiStd3m_.NSEI,-0.00011546107871144484,-0.13593505141790588,0.00031061748214942456,-0.0019783857092844927,-0.005222420040390783,-0.006373660410390683
SemiStd3m_.NIFMDCP100,-0.0003619529947509728,0.24395860851448636,0.0004891383398373341,0.0094502182137161,0.019044227241942005,0.016986105533442406
SemiStd3m_.NIFSMCP100,-0.0003966264919269494,0.18113363898082607,0.0004110913340044388,0.009828635477856715,0.01611296180407104,0.013880777747435865
SemiStd6m_.NSEI,0.0002449056650363916,-0.08014698040074412,-0.00030699098432640114,-0.0072932931524623615,-0.011175289549271215,-0.009214539128060896
SemiStd6m_.NIFMDCP100,1.7084884791040443e-05,0.27154624364525304,-0.00017849174673630516,0.005273711367697254,0.010968013608717547,0.011944527454491222
SemiStd6m_.NIFSMCP100,0.00030101596912907047,0.2048433146707391,-0.0008667168815003673,-0.0006791876119327558,-0.0018826797485241961,0.0025781705609810037
SemiStd12m_.NSEI,0.00021273032149185636,-0.11811003782856284,-0.0007070671953456192,-0.005070964084750881,-0.013818086944341508,-0.010998694084690362
SemiStd12m_.NIFMDCP100,-1.0527691135964654e-05,0.10934681549310941,-0.00045169141457468605,0.006655558987107869,0.006271866274688924,0.007311814872050812
SemiStd12m_.NIFSMCP100,0.00024996661863738173,-0.01710758237299306,-0.0012369114091466567,0.0003838677443798452,-0.009862826095507956,-0.005562977570733471
