Y_Variable,X_Variable,Regime1_Corr,Regime2_Corr,Difference,Z_Statistic,P_Value,Significant_5pct,Significant_1pct
IND_VIX,MonthlyPrice_.NSEI,-0.5682684783058508,-0.6386290081777601,-0.07036052987190933,-0.506965551427059,0.6121789897367864,False,False
IND_VIX,MonthlyPrice_.NIFMDCP100,-0.5162649791687616,-0.6227216954025862,-0.10645671623382458,-0.7232556410544191,0.4695228401974343,False,False
IND_VIX,MonthlyPrice_.NIFSMCP100,-0.4262356444065669,-0.6295900511652435,-0.20335440675867655,-1.3049742143192768,0.19190162827872026,False,False
IND_VIX,LogReturn_.NSEI,-0.25706470916506013,-0.5407409941177569,-0.28367628495269676,-1.5645990735486826,0.11767694626666225,False,False
IND_VIX,LogReturn_.NIFMDCP100,-0.20764782824078942,-0.6054184235196051,-0.39777059527881564,-2.2444294676447116,0.024804782308945228,True,False
IND_VIX,LogReturn_.NIFSMCP100,-0.10532145400647638,-0.6235370832359807,-0.5182156292295043,-2.8575472718356543,0.004269290368340561,True,True
IND_VIX,Return3m_.NSEI,-0.39582910445820096,-0.5519963154966764,-0.15616721103847542,-0.9260088913281121,0.3544413595647975,False,False
IND_VIX,Return3m_.NIFMDCP100,-0.3047094098844381,-0.5189103479958209,-0.2142009381113828,-1.1892902812179256,0.23432545842931596,False,False
IND_VIX,Return3m_.NIFSMCP100,-0.18536366282057612,-0.4756552017054472,-0.290291538884871,-1.5078331653676784,0.13159723156916248,False,False
IND_VIX,Return6m_.NSEI,-0.569315515341882,-0.5096412099729197,0.05967430536896223,0.38522821051754264,0.7000683441942788,False,False
IND_VIX,Return6m_.NIFMDCP100,-0.4162221883441323,-0.4752256051547758,-0.05900341681064347,-0.33686225268114683,0.7362207418772821,False,False
IND_VIX,Return6m_.NIFSMCP100,-0.3277872232922766,-0.4194038060113379,-0.09161658271906131,-0.4874353185460276,0.6259498697150054,False,False
IND_VIX,Return12m_.NSEI,-0.2611259241556712,-0.5007000931969455,-0.23957416904127432,-1.2934286207954753,0.19586285659308866,False,False
IND_VIX,Return12m_.NIFMDCP100,-0.16919652802492716,-0.4931903977605595,-0.3239938697356324,-1.6888964679973988,0.09123927226105866,False,False
IND_VIX,Return12m_.NIFSMCP100,-0.19201442931122217,-0.434388240998574,-0.2423738116873518,-1.2383006134071062,0.21560461644623108,False,False
IND_VIX,Drawdown3m_.NSEI,-0.5067284702496442,-0.8280860201789025,-0.32135754992925836,-2.851326329736448,0.004353726219273879,True,True
IND_VIX,Drawdown3m_.NIFMDCP100,-0.34896578913465454,-0.8338628633267411,-0.48489707419208655,-3.8238095527130755,0.00013140543013867578,True,True
IND_VIX,Drawdown3m_.NIFSMCP100,-0.24146061483821238,-0.7865023871560344,-0.545041772317822,-3.7298740043799596,0.0001915755449986012,True,True
IND_VIX,Drawdown6m_.NSEI,-0.5649500095706063,-0.8201389863338431,-0.2551889767632368,-2.3643109158553095,0.018063645684778473,True,False
IND_VIX,Drawdown6m_.NIFMDCP100,-0.4036163770393412,-0.8167268215749531,-0.4131104445356119,-3.286767799220616,0.001013443614481302,True,True
IND_VIX,Drawdown6m_.NIFSMCP100,-0.2929807681807759,-0.729099492915225,-0.4361187247344491,-2.857183544980365,0.0042741860001334064,True,True
IND_VIX,Drawdown12m_.NSEI,-0.6154216600001201,-0.8240386598932972,-0.20861699989317706,-2.064878588320468,0.038934489507211456,True,False
IND_VIX,Drawdown12m_.NIFMDCP100,-0.5081938826818045,-0.8179125308053725,-0.309718648123568,-2.6981281868438596,0.006973058416769984,True,True
IND_VIX,Drawdown12m_.NIFSMCP100,-0.42371898655280144,-0.6646111424304252,-0.24089215587762375,-1.5946467270044604,0.11079125720793992,False,False
IND_VIX,SemiStd3m_.NSEI,0.5455889741885748,0.7212865260020221,0.17569755181344737,1.3634603832445447,0.17273746189560546,False,False
IND_VIX,SemiStd3m_.NIFMDCP100,0.38963421318110747,0.7098288970067805,0.32019468382567307,2.173684226087743,0.029728858090383614,True,False
IND_VIX,SemiStd3m_.NIFSMCP100,0.3565464892745716,0.6951172909491046,0.33857080167453296,2.216639541820895,0.026647733219508973,True,False
IND_VIX,SemiStd6m_.NSEI,0.5837371865386017,0.6206771428226777,0.03693995628407598,0.265123355564023,0.790914435794799,False,False
IND_VIX,SemiStd6m_.NIFMDCP100,0.3613435500139395,0.6052001237235174,0.24385657370957792,1.4761040670107006,0.13991595727371453,False,False
IND_VIX,SemiStd6m_.NIFSMCP100,0.40371529272637097,0.5908983513668037,0.18718305864043272,1.1473267614817408,0.2512465976392393,False,False
IND_VIX,SemiStd12m_.NSEI,0.5323186313759856,0.544920752528226,0.012602121152240464,0.08116107412660464,0.9353138556979008,False,False
IND_VIX,SemiStd12m_.NIFMDCP100,0.23236552161670254,0.5511722318184463,0.3188067102017438,1.7526567014687995,0.0796609521199052,False,False
IND_VIX,SemiStd12m_.NIFSMCP100,0.33024875595201975,0.537857465195408,0.20760870924338826,1.179616994447883,0.23815258069235146,False,False
US_VIX,MonthlyPrice_.NSEI,-0.5105729176453183,-0.5231904704361939,-0.012617552790875619,-0.07871588790230863,0.9372586079746779,False,False
US_VIX,MonthlyPrice_.NIFMDCP100,-0.290792768326582,-0.4977212596022371,-0.2069284912756551,-1.12846826218271,0.25912221317977124,False,False
US_VIX,MonthlyPrice_.NIFSMCP100,-0.1732882111546524,-0.5531096326690976,-0.3798214215144452,-2.047166747392984,0.04064171514612225,True,False
