Y_Variable,X_Variable,Regime1_Corr,Regime2_Corr,Difference,Z_Statistic,P_Value,Significant_5pct,Significant_1pct
Nifty_Div_Yield,MonthlyPrice_.NSEI,0.15267458284715513,-0.7148545085545605,-0.8675290914017155,-4.757589278554831,1.95918615331081e-06,True,True
Nifty_Div_Yield,MonthlyPrice_.NIFMDCP100,-0.12259866681864756,-0.741327466729722,-0.6187287999110744,-3.7583822838217715,0.00017101546170739113,True,True
Nifty_Div_Yield,MonthlyPrice_.NIFSMCP100,-0.2681141426785096,-0.765532941746757,-0.49741879906824743,-3.325657788516103,0.0008821015648408093,True,True
Nifty_Div_Yield,LogReturn_.NSEI,0.07676813460760783,0.30574092065738506,0.22897278604977722,1.0816120457705887,0.27942494976000587,False,False
Nifty_Div_Yield,LogReturn_.NIFMDCP100,0.05967175128833549,0.34067446891292547,0.28100271762458995,1.3359961517140335,0.1815505311383343,False,False
Nifty_Div_Yield,LogReturn_.NIFSMCP100,0.06316518954598495,0.3285194136895902,0.26535422414360527,1.2581559139838454,0.2083353752020125,False,False
Nifty_Div_Yield,Return3m_.NSEI,0.036597156207002046,0.24947823796466911,0.21288108175766707,0.9880010543294656,0.3231521318414883,False,False
Nifty_Div_Yield,Return3m_.NIFMDCP100,-0.030298928854161775,0.36122844345840066,0.39152737231256246,1.849789649053388,0.06434387331991753,False,False
Nifty_Div_Yield,Return3m_.NIFSMCP100,-0.018654962466888886,0.3672062677332796,0.3858612302001685,1.8282455339352393,0.06751271005537185,False,False
Nifty_Div_Yield,Return6m_.NSEI,-0.11738615264227797,-0.09239769810446823,0.02498845453780975,0.11438930065426542,0.9089291951642917,False,False
Nifty_Div_Yield,Return6m_.NIFMDCP100,-0.24639244148392087,0.12361569628982828,0.37000813777374914,1.7013624914588428,0.0888749400428217,False,False
Nifty_Div_Yield,Return6m_.NIFSMCP100,-0.18468983705862446,0.17105606853645783,0.3557459055950823,1.6278817030344546,0.1035499717988746,False,False
Nifty_Div_Yield,Return12m_.NSEI,-0.5952594599051436,-0.21566637533291436,0.3795930845722293,2.112631232567443,0.03463234333152454,True,False
Nifty_Div_Yield,Return12m_.NIFMDCP100,-0.6758719504423062,-0.13496732347991341,0.5409046269623927,3.104119117598161,0.001908464777525598,True,True
Nifty_Div_Yield,Return12m_.NIFSMCP100,-0.6054854620165979,-0.1572673947195757,0.4482180672970222,2.4590113464526224,0.0139320214540819,True,False
Nifty_Div_Yield,Drawdown3m_.NSEI,0.05546613690480772,0.3057152871513488,0.2502491502465411,1.1783468768373846,0.2386583467638712,False,False
Nifty_Div_Yield,Drawdown3m_.NIFMDCP100,-0.05113005095048649,0.24966011570404018,0.3007901666545267,1.3863025643835087,0.1656545341547404,False,False
Nifty_Div_Yield,Drawdown3m_.NIFSMCP100,-0.05133397622726409,0.19415097439286944,0.24548495062013354,1.1228329408112476,0.26150845230700215,False,False
Nifty_Div_Yield,Drawdown6m_.NSEI,-0.013969993728941275,0.24163604702949446,0.25560604075843574,1.1792198223324113,0.23831065488331338,False,False
Nifty_Div_Yield,Drawdown6m_.NIFMDCP100,-0.15087530454425258,0.26772122148694105,0.4185965260311936,1.9305404474525947,0.0535399086089694,False,False
Nifty_Div_Yield,Drawdown6m_.NIFSMCP100,-0.15694492596113965,0.18663802280837768,0.34358294876951734,1.571367080076083,0.11609740802326174,False,False
Nifty_Div_Yield,Drawdown12m_.NSEI,-0.1544332613717919,0.2389210863022375,0.3933543476740294,1.8076980601266746,0.07065350668670645,False,False
Nifty_Div_Yield,Drawdown12m_.NIFMDCP100,-0.2850995052842602,0.2564653910904834,0.5415648963747436,2.5149935620318886,0.01190345574285967,True,False
Nifty_Div_Yield,Drawdown12m_.NIFSMCP100,-0.33051192523432976,0.16361186325248583,0.4941237884868156,2.3020094723012465,0.021334638002588058,True,False
Nifty_Div_Yield,SemiStd3m_.NSEI,-0.009408008026114835,-0.2364844447927892,-0.22707643676667438,-1.048645186950113,0.29434145047000926,False,False
Nifty_Div_Yield,SemiStd3m_.NIFMDCP100,0.17062596661199897,-0.24693035830430546,-0.41755632491630446,-1.9215271870914545,0.054665278251685434,False,False
Nifty_Div_Yield,SemiStd3m_.NIFSMCP100,0.11471887810826147,-0.22048687332235997,-0.3352057514306214,-1.5364608559665716,0.1244253911445452,False,False
Nifty_Div_Yield,SemiStd6m_.NSEI,-0.03101704346009674,0.02136457721920984,0.05238162067930658,0.23719515002807115,0.8125053986884796,False,False
Nifty_Div_Yield,SemiStd6m_.NIFMDCP100,0.41399057328286815,-0.13445688439569045,-0.5484474576785586,-2.6062069332632043,0.009155113234597057,True,True
Nifty_Div_Yield,SemiStd6m_.NIFSMCP100,0.31415779488272255,-0.16572364102490822,-0.47988143590763077,-2.2292125050324194,0.025799768894480435,True,False
Nifty_Div_Yield,SemiStd12m_.NSEI,0.05901731933458443,0.14453416258688268,0.08551684325229825,0.39144429869874997,0.6954688536046856,False,False
Nifty_Div_Yield,SemiStd12m_.NIFMDCP100,0.7191702855181548,-0.12434163436392745,-0.8435119198820822,-4.667016332926823,3.056050457361792e-06,True,True
Nifty_Div_Yield,SemiStd12m_.NIFSMCP100,0.5891297307519086,-0.021106362940579857,-0.6102360936924884,-3.157368616107644,0.0015919995936231057,True,True
Nifty_EPS,MonthlyPrice_.NSEI,0.10592242681428907,0.9261424713524177,0.8202200445381286,6.900376364234093,5.186517881838881e-12,True,True
