Regime,Regime_Start,Regime_End,N_Observations,Y_Variable_Group,Y_Variable,X_Category,X_Variable,Correlation,Abs_Correlation,P_Value,Significant_5pct,Significant_1pct
Recent,2023-01-01,2025-12-31,35,LogReturn,LogReturn_.NIFMDCP100,commodity,Gold,-0.11608738689670084,0.11608738689670084,0.5066320399756403,False,False
Recent,2023-01-01,2025-12-31,35,LogReturn,LogReturn_.NIFMDCP100,commodity,Silver,-0.08692672749560482,0.08692672749560482,0.6195202724734341,False,False
Recent,2023-01-01,2025-12-31,35,LogReturn,LogReturn_.NIFMDCP100,commodity,Crude,0.047929518942140245,0.047929518942140245,0.784535000301587,False,False
Recent,2023-01-01,2025-12-31,35,LogReturn,LogReturn_.NIFMDCP100,commodity,BTC,-0.22018945658707337,0.22018945658707337,0.203722694103877,False,False
Recent,2023-01-01,2025-12-31,35,LogReturn,LogReturn_.NIFSMCP100,commodity,Gold,-0.16158256634550403,0.16158256634550403,0.3537541292433648,False,False
Recent,2023-01-01,2025-12-31,35,LogReturn,LogReturn_.NIFSMCP100,commodity,Silver,-0.1376215833440411,0.1376215833440411,0.4304782855199869,False,False
Recent,2023-01-01,2025-12-31,35,LogReturn,LogReturn_.NIFSMCP100,commodity,Crude,0.12034946529885822,0.12034946529885822,0.4910443571672569,False,False
Recent,2023-01-01,2025-12-31,35,LogReturn,LogReturn_.NIFSMCP100,commodity,BTC,-0.2686801038889883,0.2686801038889883,0.11860421234052332,False,False
COVID,2020-01-01,2022-12-31,36,Return12m,Return12m_.NSEI,commodity,Gold,0.15712102278981718,0.15712102278981718,0.3601088158929575,False,False
COVID,2020-01-01,2022-12-31,36,Return12m,Return12m_.NSEI,commodity,Silver,0.6229350081435439,0.6229350081435439,4.9589274008443596e-05,True,True
COVID,2020-01-01,2022-12-31,36,Return12m,Return12m_.NSEI,commodity,Crude,0.28169790847780574,0.28169790847780574,0.09602505199827238,False,False
COVID,2020-01-01,2022-12-31,36,Return12m,Return12m_.NSEI,commodity,BTC,0.8396252416126332,0.8396252416126332,1.5549472820453047e-10,True,True
COVID,2020-01-01,2022-12-31,36,Return12m,Return12m_.NIFMDCP100,commodity,Gold,0.17239094047877643,0.17239094047877643,0.31470693110058146,False,False
COVID,2020-01-01,2022-12-31,36,Return12m,Return12m_.NIFMDCP100,commodity,Silver,0.6266999397456595,0.6266999397456595,4.326160362033704e-05,True,True
COVID,2020-01-01,2022-12-31,36,Return12m,Return12m_.NIFMDCP100,commodity,Crude,0.2553256248331351,0.2553256248331351,0.13285834222952286,False,False
COVID,2020-01-01,2022-12-31,36,Return12m,Return12m_.NIFMDCP100,commodity,BTC,0.8439047432121571,0.8439047432121571,1.0165757124980246e-10,True,True
COVID,2020-01-01,2022-12-31,36,Return12m,Return12m_.NIFSMCP100,commodity,Gold,0.1896274135578176,0.1896274135578176,0.2679920965802043,False,False
COVID,2020-01-01,2022-12-31,36,Return12m,Return12m_.NIFSMCP100,commodity,Silver,0.6371238197540157,0.6371238197540157,2.936613257387144e-05,True,True
COVID,2020-01-01,2022-12-31,36,Return12m,Return12m_.NIFSMCP100,commodity,Crude,0.17590454577639933,0.17590454577639933,0.3047931145501406,False,False
COVID,2020-01-01,2022-12-31,36,Return12m,Return12m_.NIFSMCP100,commodity,BTC,0.8206255922006975,0.8206255922006975,8.930298722731322e-10,True,True
Derivatives_Expansion,2015-01-01,2018-12-31,48,Return12m,Return12m_.NSEI,commodity,Gold,0.42295742364301214,0.42295742364301214,0.09073500202343165,False,False
Derivatives_Expansion,2015-01-01,2018-12-31,48,Return12m,Return12m_.NSEI,commodity,Silver,0.6133409968226621,0.6133409968226621,0.008834883068499222,True,True
