,Nifty_Div_Yield,Nifty_EPS,Nifty_PB,Nifty_PE,Nifty_CAPE,US_CAPE
MonthlyPrice_.NSEI,-169.13631918487394,290846.3466612604,306.8201103319327,781.9660180714284,7714.873778571429,8502.906409243693
MonthlyPrice_.NIFMDCP100,-642.5583725378151,1058099.2333772904,1255.502861978992,3154.335432159663,29354.431975630254,30949.332426890753
MonthlyPrice_.NIFSMCP100,-221.09219423949588,335621.049337395,472.89240750420174,1148.06875905042,10191.972481932775,9762.420431092434
LogReturn_.NSEI,0.0008647395832460964,-0.2799633270754454,-0.001688169439372553,-0.013720371232965455,-0.02728946359660734,-0.018603875485034504
LogReturn_.NIFMDCP100,0.0014039761796789745,-0.9791371236064291,-0.0022789475635136866,-0.016494740035258134,-0.05633487294683271,-0.04791914973959621
LogReturn_.NIFSMCP100,0.001662473784761182,-1.3375607084929253,-0.0021786987264071065,-0.019001492596430254,-0.06568971744773668,-0.06774285712081432
Return3m_.NSEI,0.0013422095479645585,-0.43627723908830485,-0.0019271069063581678,-0.016061601644496198,-0.0035867059007861244,-0.04403374230685724
Return3m_.NIFMDCP100,0.0030750104412474743,-2.5774097195116767,-0.004100207676719912,-0.02181135757866552,-0.047720818649508265,-0.12439980495043478
Return3m_.NIFSMCP100,0.0037530932842180825,-3.4785532479174273,-0.004117235199997292,-0.022118312536419552,-0.0653108626096126,-0.1684665846815872
Return6m_.NSEI,-0.0005770764087582341,-0.8687725051568149,0.0033688495720390526,0.019995178958648684,0.062106199415462186,-0.0351066517923243
Return6m_.NIFMDCP100,0.0014547380533882388,-4.056774110630468,0.0026845139815244337,0.022074667490044067,0.026759619015635325,-0.13850041421887932
Return6m_.NIFSMCP100,0.002533004317560034,-5.664950731227523,0.002846808594804249,0.024275996890436146,0.004389962539436827,-0.19548071517279744
Return12m_.NSEI,-0.0019853360185405683,-1.2393030511516703,0.010325271425092772,0.011258568699901892,0.16716568402727625,-0.02464282941081295
Return12m_.NIFMDCP100,-0.002614750632595695,-4.9526372789544215,0.0218108399531222,0.024509185165528545,0.27779869637825544,-0.13820743471159466
Return12m_.NIFSMCP100,-0.00409841489543676,-4.285806528732562,0.03141182935183159,0.038827770095619996,0.40696182062261527,-0.12966094446017348
Drawdown3m_.NSEI,0.0005749137229427035,-0.0837123840126332,-0.0010362545149662451,-0.007611644850090665,-0.013320768388350484,-0.009311050350737975
Drawdown3m_.NIFMDCP100,0.0007314157084286327,-0.8021484145999239,-0.001118026472934167,-0.00474550862733466,-0.02444448744940009,-0.03404492078799627
Drawdown3m_.NIFSMCP100,0.0007323605736792668,-0.9222187903782142,-0.000533423756613801,-0.004602021799621474,-0.021726307392191602,-0.04432575792277302
Drawdown6m_.NSEI,0.0007465844778033506,-0.11527683752444473,-0.0010648482558114284,-0.006707128465684654,-0.0071347131523396504,-0.02164577670778171
Drawdown6m_.NIFMDCP100,0.0010169824114081673,-1.3068429096512921,-0.0014006108203950395,-0.003542542996666345,-0.02252997223916545,-0.055507976135579826
Drawdown6m_.NIFSMCP100,0.0008631479027961131,-2.0603158835497495,0.0001075306270404318,0.0015039452914830777,-0.008480041277450067,-0.07421513305298515
Drawdown12m_.NSEI,0.0007591278124066047,-0.7059766472797124,-0.0008967794389032077,-0.0023612609407315183,-0.0038777435405630447,-0.03120327580910811
Drawdown12m_.NIFMDCP100,0.0010552325602917326,-1.8392505833937154,-0.0013463484548192734,0.00013961377841467998,-0.02120270297252064,-0.06317409330643352
Drawdown12m_.NIFSMCP100,0.0008405746264443372,-1.8719177097354212,0.0006073045149736349,0.0028110076499637004,0.00346736414627545,-0.06467720212404826
SemiStd3m_.NSEI,-0.0002800040354126715,0.22351042376798402,0.0005603512852931394,0.002233219013494407,0.0008718740881685245,0.00880287372774429
SemiStd3m_.NIFMDCP100,-0.00046381233945090713,0.9112589085289089,0.0008460710852892339,-0.00022148950262537915,0.008415461495201183,0.029216835475411033
SemiStd3m_.NIFSMCP100,-0.0005140001808367626,1.1037330530941563,0.0004616114772835756,-0.0012482873560372314,0.008902361717772476,0.040224159472438105
SemiStd6m_.NSEI,1.863174323116205e-05,0.23405801479168487,-0.00013329981447102326,-0.0014297886498204349,-0.004696344072038879,0.005225176579876769
SemiStd6m_.NIFMDCP100,-0.00020755722183816416,1.1070424655987428,0.00019359102147188054,-0.0033135921252679247,0.006227800058217507,0.025096418150952923
SemiStd6m_.NIFSMCP100,-0.00032120152496753,1.4342207684930997,-0.0002510646834032701,-0.005221601008045836,0.008747877053654802,0.03532824689476593
SemiStd12m_.NSEI,7.847676241260517e-05,0.12043739725690787,-0.0005176952173776348,-0.0006088589469915262,-0.008359935200151285,0.002128821992097778
SemiStd12m_.NIFMDCP100,-0.00013928712425715454,0.8063055350733435,-0.0005779268094808456,-0.0005290985945830304,-0.0021843289688632415,0.020749773736395406
SemiStd12m_.NIFSMCP100,-3.314578189152966e-05,0.7921923823385919,-0.0013482800536533319,-0.001717788791460221,-0.01125834007273681,0.020839834704068486
