date,ticker,open,high,low,close
2005-04-01,NIFTY500MOMENTM50,1000.0,1000.0,1000.0,1000.0
2005-04-04,NIFTY500MOMENTM50,1015.42,1015.42,1015.42,1015.42
2005-04-05,NIFTY500MOMENTM50,1008.76,1008.76,1008.76,1008.76
2005-04-06,NIFTY500MOMENTM50,1025.13,1025.13,1025.13,1025.13
2005-04-07,NIFTY500MOMENTM50,1019.09,1019.09,1019.09,1019.09
2005-04-08,NIFTY500MOMENTM50,1009.69,1009.69,1009.69,1009.69
2005-04-11,NIFTY500MOMENTM50,999.58,999.58,999.58,999.58
2005-04-12,NIFTY500MOMENTM50,1005.32,1005.32,1005.32,1005.32
2005-04-13,NIFTY500MOMENTM50,1005.21,1005.21,1005.21,1005.21
2005-04-15,NIFTY500MOMENTM50,970.69,970.69,970.69,970.69
2005-04-18,NIFTY500MOMENTM50,958.05,958.05,958.05,958.05
2005-04-19,NIFTY500MOMENTM50,957.1,957.1,957.1,957.1
2005-04-20,NIFTY500MOMENTM50,970.42,970.42,970.42,970.42
2005-04-21,NIFTY500MOMENTM50,988.07,988.07,988.07,988.07
2005-04-22,NIFTY500MOMENTM50,1011.97,1011.97,1011.97,1011.97
2005-04-25,NIFTY500MOMENTM50,1012.76,1012.76,1012.76,1012.76
2005-04-26,NIFTY500MOMENTM50,1008.01,1008.01,1008.01,1008.01
2005-04-27,NIFTY500MOMENTM50,1003.14,1003.14,1003.14,1003.14
2005-04-28,NIFTY500MOMENTM50,996.41,996.41,996.41,996.41
2005-04-29,NIFTY500MOMENTM50,974.03,974.03,974.03,974.03
2005-05-02,NIFTY500MOMENTM50,958.87,958.87,958.87,958.87
2005-05-03,NIFTY500MOMENTM50,960.43,960.43,960.43,960.43
2005-05-04,NIFTY500MOMENTM50,979.52,979.52,979.52,979.52
2005-05-05,NIFTY500MOMENTM50,985.47,985.47,985.47,985.47
2005-05-06,NIFTY500MOMENTM50,992.14,992.14,992.14,992.14
2005-05-09,NIFTY500MOMENTM50,1010.83,1010.83,1010.83,1010.83
2005-05-10,NIFTY500MOMENTM50,1009.94,1009.94,1009.94,1009.94
2005-05-11,NIFTY500MOMENTM50,1013.55,1013.55,1013.55,1013.55
2005-05-12,NIFTY500MOMENTM50,1027.13,1027.13,1027.13,1027.13
2005-05-13,NIFTY500MOMENTM50,1036.11,1036.11,1036.11,1036.11
2005-05-16,NIFTY500MOMENTM50,1049.95,1049.95,1049.95,1049.95
2005-05-17,NIFTY500MOMENTM50,1037.93,1037.93,1037.93,1037.93
2005-05-18,NIFTY500MOMENTM50,1041.34,1041.34,1041.34,1041.34
2005-05-19,NIFTY500MOMENTM50,1052.37,1052.37,1052.37,1052.37
2005-05-20,NIFTY500MOMENTM50,1050.89,1050.89,1050.89,1050.89
2005-05-23,NIFTY500MOMENTM50,1058.17,1058.17,1058.17,1058.17
2005-05-24,NIFTY500MOMENTM50,1061.05,1061.05,1061.05,1061.05
2005-05-25,NIFTY500MOMENTM50,1061.22,1061.22,1061.22,1061.22
