date,ticker,open,high,low,close
2005-06-22,NIFTY LOW VOL 50,1303.06,1303.06,1303.06,1303.06
2005-06-23,NIFTY LOW VOL 50,1308.19,1308.19,1308.19,1308.19
2005-06-24,NIFTY LOW VOL 50,1314.45,1314.45,1314.45,1314.45
2005-06-27,NIFTY LOW VOL 50,1313.47,1313.47,1313.47,1313.47
2005-06-28,NIFTY LOW VOL 50,1296.23,1296.23,1296.23,1296.23
2005-06-29,NIFTY LOW VOL 50,1304.0,1304.0,1304.0,1304.0
2005-06-30,NIFTY LOW VOL 50,1313.29,1313.29,1313.29,1313.29
2005-07-01,NIFTY LOW VOL 50,1327.87,1327.87,1327.87,1327.87
2005-07-04,NIFTY LOW VOL 50,1344.52,1344.52,1344.52,1344.52
2005-07-05,NIFTY LOW VOL 50,1335.95,1335.95,1335.95,1335.95
2005-07-06,NIFTY LOW VOL 50,1350.14,1350.14,1350.14,1350.14
2005-07-07,NIFTY LOW VOL 50,1328.94,1328.94,1328.94,1328.94
2005-07-08,NIFTY LOW VOL 50,1340.89,1340.89,1340.89,1340.89
2005-07-11,NIFTY LOW VOL 50,1356.71,1356.71,1356.71,1356.71
2005-07-12,NIFTY LOW VOL 50,1362.89,1362.89,1362.89,1362.89
2005-07-13,NIFTY LOW VOL 50,1358.37,1358.37,1358.37,1358.37
2005-07-14,NIFTY LOW VOL 50,1357.26,1357.26,1357.26,1357.26
2005-07-15,NIFTY LOW VOL 50,1372.32,1372.32,1372.32,1372.32
2005-07-18,NIFTY LOW VOL 50,1389.25,1389.25,1389.25,1389.25
2005-07-19,NIFTY LOW VOL 50,1392.95,1392.95,1392.95,1392.95
2005-07-20,NIFTY LOW VOL 50,1395.72,1395.72,1395.72,1395.72
2005-07-21,NIFTY LOW VOL 50,1390.14,1390.14,1390.14,1390.14
2005-07-22,NIFTY LOW VOL 50,1408.02,1408.02,1408.02,1408.02
2005-07-25,NIFTY LOW VOL 50,1413.08,1413.08,1413.08,1413.08
2005-07-26,NIFTY LOW VOL 50,1410.92,1410.92,1410.92,1410.92
2005-07-27,NIFTY LOW VOL 50,1418.92,1418.92,1418.92,1418.92
2005-07-29,NIFTY LOW VOL 50,1405.26,1405.26,1405.26,1405.26
2005-08-01,NIFTY LOW VOL 50,1417.52,1417.52,1417.52,1417.52
2005-08-02,NIFTY LOW VOL 50,1439.65,1439.65,1439.65,1439.65
2005-08-03,NIFTY LOW VOL 50,1447.81,1447.81,1447.81,1447.81
2005-08-04,NIFTY LOW VOL 50,1456.83,1456.83,1456.83,1456.83
2005-08-05,NIFTY LOW VOL 50,1453.26,1453.26,1453.26,1453.26
2005-08-08,NIFTY LOW VOL 50,1427.78,1427.78,1427.78,1427.78
2005-08-09,NIFTY LOW VOL 50,1425.08,1425.08,1425.08,1425.08
2005-08-10,NIFTY LOW VOL 50,1454.46,1454.46,1454.46,1454.46
2005-08-11,NIFTY LOW VOL 50,1470.17,1470.17,1470.17,1470.17
2005-08-12,NIFTY LOW VOL 50,1470.54,1470.54,1470.54,1470.54
2005-08-16,NIFTY LOW VOL 50,1475.74,1475.74,1475.74,1475.74
2005-08-17,NIFTY LOW VOL 50,1485.26,1485.26,1485.26,1485.26
2005-08-18,NIFTY LOW VOL 50,1474.61,1474.61,1474.61,1474.61
2005-08-19,NIFTY LOW VOL 50,1471.06,1471.06,1471.06,1471.06
2005-08-22,NIFTY LOW VOL 50,1463.98,1463.98,1463.98,1463.98
2005-08-23,NIFTY LOW VOL 50,1436.89,1436.89,1436.89,1436.89
2005-08-24,NIFTY LOW VOL 50,1429.39,1429.39,1429.39,1429.39
2005-08-25,NIFTY LOW VOL 50,1440.74,1440.74,1440.74,1440.74
2005-08-26,NIFTY LOW VOL 50,1457.57,1457.57,1457.57,1457.57
2005-08-29,NIFTY LOW VOL 50,1443.87,1443.87,1443.87,1443.87
2005-08-30,NIFTY LOW VOL 50,1460.48,1460.48,1460.48,1460.48
2005-08-31,NIFTY LOW VOL 50,1470.9,1470.9,1470.9,1470.9
2005-09-01,NIFTY LOW VOL 50,1481.2,1481.2,1481.2,1481.2
2005-09-02,NIFTY LOW VOL 50,1496.7,1496.7,1496.7,1496.7
2005-09-05,NIFTY LOW VOL 50,1505.55,1505.55,1505.55,1505.55
2005-09-06,NIFTY LOW VOL 50,1510.08,1510.08,1510.08,1510.08
2005-09-08,NIFTY LOW VOL 50,1527.84,1527.84,1527.84,1527.84
2005-09-09,NIFTY LOW VOL 50,1528.94,1528.94,1528.94,1528.94
2005-09-12,NIFTY LOW VOL 50,1546.82,1546.82,1546.82,1546.82
2005-09-13,NIFTY LOW VOL 50,1557.22,1557.22,1557.22,1557.22
2005-09-14,NIFTY LOW VOL 50,1550.89,1550.89,1550.89,1550.89
2005-09-15,NIFTY LOW VOL 50,1568.78,1568.78,1568.78,1568.78
2005-09-16,NIFTY LOW VOL 50,1573.13,1573.13,1573.13,1573.13
2005-09-19,NIFTY LOW VOL 50,1582.68,1582.68,1582.68,1582.68
2005-09-20,NIFTY LOW VOL 50,1583.6,1583.6,1583.6,1583.6
2005-09-21,NIFTY LOW VOL 50,1568.26,1568.26,1568.26,1568.26
2005-09-22,NIFTY LOW VOL 50,1512.23,1512.23,1512.23,1512.23
2005-09-23,NIFTY LOW VOL 50,1517.57,1517.57,1517.57,1517.57
2005-09-26,NIFTY LOW VOL 50,1563.74,1563.74,1563.74,1563.74
2005-09-27,NIFTY LOW VOL 50,1568.73,1568.73,1568.73,1568.73
2005-09-28,NIFTY LOW VOL 50,1576.43,1576.43,1576.43,1576.43
2005-09-29,NIFTY LOW VOL 50,1577.4,1577.4,1577.4,1577.4
2005-09-30,NIFTY LOW VOL 50,1581.09,1581.09,1581.09,1581.09
2005-10-03,NIFTY LOW VOL 50,1603.6,1603.6,1603.6,1603.6
2005-10-04,NIFTY LOW VOL 50,1619.57,1619.57,1619.57,1619.57
2005-10-05,NIFTY LOW VOL 50,1610.15,1610.15,1610.15,1610.15
2005-10-06,NIFTY LOW VOL 50,1585.79,1585.79,1585.79,1585.79
2005-10-07,NIFTY LOW VOL 50,1578.74,1578.74,1578.74,1578.74
2005-10-10,NIFTY LOW VOL 50,1571.52,1571.52,1571.52,1571.52
2005-10-11,NIFTY LOW VOL 50,1574.91,1574.91,1574.91,1574.91
2005-10-13,NIFTY LOW VOL 50,1553.6,1553.6,1553.6,1553.6
2005-10-14,NIFTY LOW VOL 50,1520.06,1520.06,1520.06,1520.06
2005-10-17,NIFTY LOW VOL 50,1517.83,1517.83,1517.83,1517.83
2005-10-18,NIFTY LOW VOL 50,1510.06,1510.06,1510.06,1510.06
2005-10-19,NIFTY LOW VOL 50,1479.98,1479.98,1479.98,1479.98
2005-10-20,NIFTY LOW VOL 50,1467.89,1467.89,1467.89,1467.89
2005-10-21,NIFTY LOW VOL 50,1490.39,1490.39,1490.39,1490.39
2005-10-24,NIFTY LOW VOL 50,1472.84,1472.84,1472.84,1472.84
2005-10-25,NIFTY LOW VOL 50,1480.18,1480.18,1480.18,1480.18
2005-10-26,NIFTY LOW VOL 50,1478.55,1478.55,1478.55,1478.55
2005-10-27,NIFTY LOW VOL 50,1444.91,1444.91,1444.91,1444.91
2005-10-28,NIFTY LOW VOL 50,1430.06,1430.06,1430.06,1430.06
2005-10-31,NIFTY LOW VOL 50,1454.23,1454.23,1454.23,1454.23
2005-11-01,NIFTY LOW VOL 50,1464.98,1464.98,1464.98,1464.98
2005-11-02,NIFTY LOW VOL 50,1485.95,1485.95,1485.95,1485.95
2005-11-07,NIFTY LOW VOL 50,1511.84,1511.84,1511.84,1511.84
2005-11-08,NIFTY LOW VOL 50,1532.88,1532.88,1532.88,1532.88
2005-11-09,NIFTY LOW VOL 50,1532.24,1532.24,1532.24,1532.24
2005-11-10,NIFTY LOW VOL 50,1542.79,1542.79,1542.79,1542.79
2005-11-11,NIFTY LOW VOL 50,1573.68,1573.68,1573.68,1573.68
2005-11-14,NIFTY LOW VOL 50,1574.56,1574.56,1574.56,1574.56
2005-11-16,NIFTY LOW VOL 50,1587.59,1587.59,1587.59,1587.59
2005-11-17,NIFTY LOW VOL 50,1596.42,1596.42,1596.42,1596.42
2005-11-18,NIFTY LOW VOL 50,1609.06,1609.06,1609.06,1609.06
2005-11-21,NIFTY LOW VOL 50,1605.78,1605.78,1605.78,1605.78
2005-11-22,NIFTY LOW VOL 50,1599.43,1599.43,1599.43,1599.43
2005-11-23,NIFTY LOW VOL 50,1615.03,1615.03,1615.03,1615.03
2005-11-24,NIFTY LOW VOL 50,1628.15,1628.15,1628.15,1628.15
2005-11-25,NIFTY LOW VOL 50,1656.59,1656.59,1656.59,1656.59
2005-11-26,NIFTY LOW VOL 50,1674.65,1674.65,1674.65,1674.65
2005-11-28,NIFTY LOW VOL 50,1696.48,1696.48,1696.48,1696.48
2005-11-29,NIFTY LOW VOL 50,1689.91,1689.91,1689.91,1689.91
2005-11-30,NIFTY LOW VOL 50,1665.99,1665.99,1665.99,1665.99
2005-12-01,NIFTY LOW VOL 50,1697.18,1697.18,1697.18,1697.18
2005-12-02,NIFTY LOW VOL 50,1701.1,1701.1,1701.1,1701.1
2005-12-05,NIFTY LOW VOL 50,1684.52,1684.52,1684.52,1684.52
2005-12-06,NIFTY LOW VOL 50,1678.71,1678.71,1678.71,1678.71
2005-12-07,NIFTY LOW VOL 50,1690.39,1690.39,1690.39,1690.39
2005-12-08,NIFTY LOW VOL 50,1699.8,1699.8,1699.8,1699.8
2005-12-09,NIFTY LOW VOL 50,1718.45,1718.45,1718.45,1718.45
2005-12-12,NIFTY LOW VOL 50,1724.37,1724.37,1724.37,1724.37
2005-12-13,NIFTY LOW VOL 50,1740.83,1740.83,1740.83,1740.83
2005-12-14,NIFTY LOW VOL 50,1740.2,1740.2,1740.2,1740.2
2005-12-15,NIFTY LOW VOL 50,1720.47,1720.47,1720.47,1720.47
2005-12-16,NIFTY LOW VOL 50,1738.66,1738.66,1738.66,1738.66
2005-12-19,NIFTY LOW VOL 50,1757.96,1757.96,1757.96,1757.96
2005-12-20,NIFTY LOW VOL 50,1748.28,1748.28,1748.28,1748.28
2005-12-21,NIFTY LOW VOL 50,1748.4,1748.4,1748.4,1748.4
2005-12-22,NIFTY LOW VOL 50,1753.37,1753.37,1753.37,1753.37
2005-12-23,NIFTY LOW VOL 50,1733.57,1733.57,1733.57,1733.57
2005-12-26,NIFTY LOW VOL 50,1697.42,1697.42,1697.42,1697.42
2005-12-27,NIFTY LOW VOL 50,1731.74,1731.74,1731.74,1731.74
2005-12-28,NIFTY LOW VOL 50,1729.16,1729.16,1729.16,1729.16
2005-12-29,NIFTY LOW VOL 50,1735.62,1735.62,1735.62,1735.62
2005-12-30,NIFTY LOW VOL 50,1754.16,1754.16,1754.16,1754.16
2006-01-02,NIFTY LOW VOL 50,1761.32,1761.32,1761.32,1761.32
2006-01-03,NIFTY LOW VOL 50,1787.14,1787.14,1787.14,1787.14
2006-01-04,NIFTY LOW VOL 50,1806.5,1806.5,1806.5,1806.5
2006-01-05,NIFTY LOW VOL 50,1808.6,1808.6,1808.6,1808.6
2006-01-06,NIFTY LOW VOL 50,1817.56,1817.56,1817.56,1817.56
2006-01-09,NIFTY LOW VOL 50,1824.66,1824.66,1824.66,1824.66
2006-01-10,NIFTY LOW VOL 50,1802.25,1802.25,1802.25,1802.25
2006-01-12,NIFTY LOW VOL 50,1796.01,1796.01,1796.01,1796.01
2006-01-13,NIFTY LOW VOL 50,1800.69,1800.69,1800.69,1800.69
2006-01-16,NIFTY LOW VOL 50,1795.75,1795.75,1795.75,1795.75
2006-01-17,NIFTY LOW VOL 50,1777.84,1777.84,1777.84,1777.84
2006-01-18,NIFTY LOW VOL 50,1774.72,1774.72,1774.72,1774.72
2006-01-19,NIFTY LOW VOL 50,1801.98,1801.98,1801.98,1801.98
2006-01-20,NIFTY LOW VOL 50,1819.43,1819.43,1819.43,1819.43
2006-01-23,NIFTY LOW VOL 50,1814.71,1814.71,1814.71,1814.71
2006-01-24,NIFTY LOW VOL 50,1831.33,1831.33,1831.33,1831.33
2006-01-25,NIFTY LOW VOL 50,1852.19,1852.19,1852.19,1852.19
2006-01-27,NIFTY LOW VOL 50,1883.78,1883.78,1883.78,1883.78
2006-01-30,NIFTY LOW VOL 50,1873.04,1873.04,1873.04,1873.04
2006-01-31,NIFTY LOW VOL 50,1888.56,1888.56,1888.56,1888.56
2006-02-01,NIFTY LOW VOL 50,1881.89,1881.89,1881.89,1881.89
2006-02-02,NIFTY LOW VOL 50,1888.84,1888.84,1888.84,1888.84
2006-02-03,NIFTY LOW VOL 50,1890.75,1890.75,1890.75,1890.75
2006-02-06,NIFTY LOW VOL 50,1920.34,1920.34,1920.34,1920.34
2006-02-07,NIFTY LOW VOL 50,1941.99,1941.99,1941.99,1941.99
2006-02-08,NIFTY LOW VOL 50,1945.06,1945.06,1945.06,1945.06
2006-02-10,NIFTY LOW VOL 50,1961.74,1961.74,1961.74,1961.74
2006-02-13,NIFTY LOW VOL 50,1977.41,1977.41,1977.41,1977.41
2006-02-14,NIFTY LOW VOL 50,1964.46,1964.46,1964.46,1964.46
2006-02-15,NIFTY LOW VOL 50,1973.18,1973.18,1973.18,1973.18
2006-02-16,NIFTY LOW VOL 50,1983.52,1983.52,1983.52,1983.52
2006-02-17,NIFTY LOW VOL 50,1951.87,1951.87,1951.87,1951.87
2006-02-20,NIFTY LOW VOL 50,1956.63,1956.63,1956.63,1956.63
2006-02-21,NIFTY LOW VOL 50,1975.59,1975.59,1975.59,1975.59
2006-02-22,NIFTY LOW VOL 50,1990.77,1990.77,1990.77,1990.77
2006-02-23,NIFTY LOW VOL 50,1984.81,1984.81,1984.81,1984.81
2006-02-24,NIFTY LOW VOL 50,1988.48,1988.48,1988.48,1988.48
2006-02-27,NIFTY LOW VOL 50,2000.35,2000.35,2000.35,2000.35
2006-02-28,NIFTY LOW VOL 50,2004.05,2004.05,2004.05,2004.05
2006-03-01,NIFTY LOW VOL 50,2048.29,2048.29,2048.29,2048.29
2006-03-02,NIFTY LOW VOL 50,2053.21,2053.21,2053.21,2053.21
2006-03-03,NIFTY LOW VOL 50,2059.77,2059.77,2059.77,2059.77
2006-03-06,NIFTY LOW VOL 50,2092.5,2092.5,2092.5,2092.5
2006-03-07,NIFTY LOW VOL 50,2106.35,2106.35,2106.35,2106.35
2006-03-08,NIFTY LOW VOL 50,2069.08,2069.08,2069.08,2069.08
2006-03-09,NIFTY LOW VOL 50,2082.64,2082.64,2082.64,2082.64
2006-03-10,NIFTY LOW VOL 50,2119.37,2119.37,2119.37,2119.37
2006-03-13,NIFTY LOW VOL 50,2124.08,2124.08,2124.08,2124.08
2006-03-14,NIFTY LOW VOL 50,2118.69,2118.69,2118.69,2118.69
2006-03-16,NIFTY LOW VOL 50,2138.52,2138.52,2138.52,2138.52
2006-03-17,NIFTY LOW VOL 50,2139.73,2139.73,2139.73,2139.73
2006-03-20,NIFTY LOW VOL 50,2153.5,2153.5,2153.5,2153.5
2006-03-21,NIFTY LOW VOL 50,2144.56,2144.56,2144.56,2144.56
2006-03-22,NIFTY LOW VOL 50,2139.85,2139.85,2139.85,2139.85
2006-03-23,NIFTY LOW VOL 50,2144.37,2144.37,2144.37,2144.37
2006-03-24,NIFTY LOW VOL 50,2159.98,2159.98,2159.98,2159.98
2006-03-27,NIFTY LOW VOL 50,2171.54,2171.54,2171.54,2171.54
2006-03-28,NIFTY LOW VOL 50,2160.55,2160.55,2160.55,2160.55
2006-03-29,NIFTY LOW VOL 50,2173.32,2173.32,2173.32,2173.32
2006-03-30,NIFTY LOW VOL 50,2190.31,2190.31,2190.31,2190.31
2006-03-31,NIFTY LOW VOL 50,2200.55,2200.55,2200.55,2200.55
2006-04-03,NIFTY LOW VOL 50,2253.52,2253.52,2253.52,2253.52
2006-04-04,NIFTY LOW VOL 50,2266.27,2266.27,2266.27,2266.27
2006-04-05,NIFTY LOW VOL 50,2303.76,2303.76,2303.76,2303.76
2006-04-07,NIFTY LOW VOL 50,2265.44,2265.44,2265.44,2265.44
2006-04-10,NIFTY LOW VOL 50,2278.98,2278.98,2278.98,2278.98
2006-04-12,NIFTY LOW VOL 50,2222.02,2222.02,2222.02,2222.02
2006-04-13,NIFTY LOW VOL 50,2183.38,2183.38,2183.38,2183.38
2006-04-17,NIFTY LOW VOL 50,2235.61,2235.61,2235.61,2235.61
2006-04-18,NIFTY LOW VOL 50,2274.06,2274.06,2274.06,2274.06
2006-04-19,NIFTY LOW VOL 50,2276.33,2276.33,2276.33,2276.33
2006-04-20,NIFTY LOW VOL 50,2285.99,2285.99,2285.99,2285.99
2006-04-21,NIFTY LOW VOL 50,2283.22,2283.22,2283.22,2283.22
2006-04-24,NIFTY LOW VOL 50,2264.76,2264.76,2264.76,2264.76
2006-04-25,NIFTY LOW VOL 50,2222.06,2222.06,2222.06,2222.06
2006-04-26,NIFTY LOW VOL 50,2264.07,2264.07,2264.07,2264.07
2006-04-27,NIFTY LOW VOL 50,2239.11,2239.11,2239.11,2239.11
2006-04-28,NIFTY LOW VOL 50,2252.06,2252.06,2252.06,2252.06
2006-04-29,NIFTY LOW VOL 50,2285.8,2285.8,2285.8,2285.8
2006-05-02,NIFTY LOW VOL 50,2323.76,2323.76,2323.76,2323.76
2006-05-03,NIFTY LOW VOL 50,2341.22,2341.22,2341.22,2341.22
2006-05-04,NIFTY LOW VOL 50,2342.09,2342.09,2342.09,2342.09
2006-05-05,NIFTY LOW VOL 50,2346.26,2346.26,2346.26,2346.26
2006-05-08,NIFTY LOW VOL 50,2358.98,2358.98,2358.98,2358.98
2006-05-09,NIFTY LOW VOL 50,2368.35,2368.35,2368.35,2368.35
2006-05-10,NIFTY LOW VOL 50,2375.05,2375.05,2375.05,2375.05
2006-05-11,NIFTY LOW VOL 50,2345.31,2345.31,2345.31,2345.31
2006-05-12,NIFTY LOW VOL 50,2315.19,2315.19,2315.19,2315.19
2006-05-15,NIFTY LOW VOL 50,2217.77,2217.77,2217.77,2217.77
