Index Name,pe,pb,divYield,DATE
Nifty 50,20.71,4.50,1.09,2001-02-16
Nifty 50,20.76,4.51,1.09,2001-02-19
Nifty 50,20.73,4.51,1.09,2001-02-20
Nifty 50,20.52,4.46,1.10,2001-02-21
Nifty 50,20.30,4.41,1.12,2001-02-22
Nifty 50,19.78,4.30,1.15,2001-02-23
Nifty 50,19.66,4.28,1.15,2001-02-26
Nifty 50,19.41,4.22,1.17,2001-02-27
Nifty 50,20.24,4.40,1.12,2001-02-28
Nifty 50,20.34,4.42,1.11,2001-03-01
Nifty 50,19.57,4.26,1.16,2001-03-02
Nifty 50,19.04,4.14,1.19,2001-03-05
Nifty 50,19.35,4.21,1.17,2001-03-07
Nifty 50,19.38,4.21,1.17,2001-03-08
Nifty 50,18.81,4.09,1.08,2001-03-09
Nifty 50,17.96,3.91,1.13,2001-03-12
Nifty 50,16.86,3.67,1.20,2001-03-13
Nifty 50,17.90,3.89,1.13,2001-03-14
Nifty 50,18.25,3.97,1.11,2001-03-15
Nifty 50,17.89,3.89,1.14,2001-03-16
Nifty 50,17.79,3.87,1.14,2001-03-19
Nifty 50,17.55,3.82,1.16,2001-03-20
Nifty 50,18.10,3.94,1.12,2001-03-21
Nifty 50,17.80,3.87,1.14,2001-03-22
Nifty 50,17.41,3.79,1.12,2001-03-23
Nifty 50,17.41,3.79,1.12,2001-03-26
Nifty 50,17.65,3.84,1.10,2001-03-27
Nifty 50,18.07,3.94,1.08,2001-03-28
Nifty 50,17.91,3.90,1.09,2001-03-29
Nifty 50,17.21,3.75,1.13,2001-03-30
Nifty 50,17.05,3.72,1.14,2001-04-02
Nifty 50,17.22,3.75,1.13,2001-04-03
Nifty 50,17.07,3.72,1.29,2001-04-04
Nifty 50,17.11,3.73,0.84,2001-04-06
Nifty 50,16.94,3.69,0.85,2001-04-09
Nifty 50,15.94,3.56,0.87,2001-04-10
Nifty 50,15.41,3.45,0.90,2001-04-11
Nifty 50,14.73,3.30,0.94,2001-04-12
Nifty 50,15.02,3.37,0.76,2001-04-16
Nifty 50,15.34,3.44,0.74,2001-04-17
Nifty 50,15.86,3.56,0.72,2001-04-18
Nifty 50,16.45,3.69,0.69,2001-04-19
Nifty 50,16.45,3.69,0.62,2001-04-20
Nifty 50,16.53,3.71,0.62,2001-04-23
Nifty 50,16.48,3.69,0.62,2001-04-24
Nifty 50,16.61,3.72,0.63,2001-04-25
Nifty 50,16.38,3.66,0.64,2001-04-26
Nifty 50,14.44,3.15,0.61,2001-04-27
Nifty 50,14.57,3.21,0.60,2001-04-30
Nifty 50,14.63,3.23,0.62,2001-05-02
Nifty 50,15.01,3.19,0.63,2001-05-03
Nifty 50,15.40,3.13,0.60,2001-05-04
Nifty 50,15.46,3.15,0.59,2001-05-07
Nifty 50,15.60,3.17,0.59,2001-05-08
Nifty 50,15.60,3.17,0.61,2001-05-09
Nifty 50,15.55,3.16,0.61,2001-05-10
Nifty 50,15.49,3.15,0.61,2001-05-11
Nifty 50,15.49,3.15,0.61,2001-05-14
Nifty 50,15.55,3.16,0.61,2001-05-15
Nifty 50,15.63,3.18,0.61,2001-05-16
Nifty 50,15.95,3.25,0.60,2001-05-17
Nifty 50,15.92,3.24,0.60,2001-05-18
Nifty 50,15.98,3.23,0.60,2001-05-21
Nifty 50,15.96,3.22,0.60,2001-05-22
Nifty 50,16.11,3.25,0.73,2001-05-23
Nifty 50,16.13,3.24,0.73,2001-05-24
Nifty 50,16.15,3.22,0.73,2001-05-25
Nifty 50,16.40,3.27,0.72,2001-05-28
Nifty 50,16.47,3.28,0.72,2001-05-29
Nifty 50,15.98,3.08,0.80,2001-05-30
Nifty 50,15.80,3.04,0.81,2001-05-31
Nifty 50,15.47,2.95,0.82,2001-06-01
Nifty 50,15.25,2.89,0.84,2001-06-04
Nifty 50,15.08,2.86,0.85,2001-06-05
Nifty 50,15.12,2.87,0.85,2001-06-06
Nifty 50,15.07,2.86,0.85,2001-06-07
Nifty 50,15.26,2.89,0.81,2001-06-08
Nifty 50,15.32,2.91,0.81,2001-06-11
Nifty 50,15.27,2.90,0.81,2001-06-12
Nifty 50,15.30,2.90,0.91,2001-06-13
Nifty 50,15.54,2.88,0.92,2001-06-14
Nifty 50,15.19,2.81,0.92,2001-06-15
Nifty 50,15.07,2.75,0.92,2001-06-18
Nifty 50,15.35,2.79,0.91,2001-06-19
Nifty 50,15.62,2.44,0.97,2001-06-20
Nifty 50,15.59,2.43,0.97,2001-06-21
Nifty 50,15.48,2.42,0.97,2001-06-22
Nifty 50,15.19,2.37,0.99,2001-06-25
Nifty 50,15.61,2.44,0.97,2001-06-26
Nifty 50,15.59,2.43,0.97,2001-06-27
Nifty 50,15.56,2.43,0.97,2001-06-28
Nifty 50,15.76,2.46,0.89,2001-06-29
Nifty 50,15.65,2.44,1.02,2001-07-02
Nifty 50,15.21,2.37,1.05,2001-07-03
Nifty 50,15.19,2.37,1.08,2001-07-04
Nifty 50,15.21,2.37,1.08,2001-07-05
Nifty 50,15.15,2.36,1.12,2001-07-06
Nifty 50,15.07,2.35,1.16,2001-07-09
Nifty 50,15.25,2.38,1.15,2001-07-10
Nifty 50,15.41,2.40,1.14,2001-07-11
Nifty 50,15.72,2.45,1.11,2001-07-12
Nifty 50,15.79,2.46,1.11,2001-07-13
Nifty 50,15.72,2.45,1.11,2001-07-16
Nifty 50,15.69,2.45,1.12,2001-07-17
Nifty 50,15.53,2.42,1.13,2001-07-18
Nifty 50,15.44,2.41,1.13,2001-07-19
Nifty 50,15.33,2.39,1.16,2001-07-20
Nifty 50,15.23,2.38,1.17,2001-07-23
Nifty 50,15.25,2.38,1.17,2001-07-24
Nifty 50,15.13,2.36,1.18,2001-07-25
Nifty 50,14.93,2.33,1.19,2001-07-26
Nifty 50,14.90,2.33,1.15,2001-07-27
Nifty 50,15.04,2.35,1.18,2001-07-30
Nifty 50,15.15,2.37,1.17,2001-07-31
Nifty 50,15.01,2.35,1.18,2001-08-01
Nifty 50,15.05,2.36,1.20,2001-08-02
Nifty 50,15.18,2.38,1.19,2001-08-03
Nifty 50,15.18,2.38,1.21,2001-08-06
Nifty 50,15.14,2.37,1.23,2001-08-07
Nifty 50,15.08,2.36,1.23,2001-08-08
Nifty 50,15.12,2.37,1.23,2001-08-09
Nifty 50,15.31,2.40,1.20,2001-08-10
Nifty 50,15.19,2.38,1.21,2001-08-13
Nifty 50,15.37,2.41,1.19,2001-08-14
Nifty 50,15.42,2.42,1.19,2001-08-16
Nifty 50,15.28,2.39,1.19,2001-08-17
Nifty 50,15.21,2.38,1.20,2001-08-20
Nifty 50,15.28,2.39,1.32,2001-08-21
Nifty 50,15.32,2.40,1.32,2001-08-23
Nifty 50,15.28,2.39,1.34,2001-08-24
Nifty 50,15.37,2.41,1.33,2001-08-27
Nifty 50,15.35,2.40,1.34,2001-08-28
Nifty 50,15.30,2.39,1.37,2001-08-29
Nifty 50,15.25,2.39,1.37,2001-08-30
Nifty 50,15.10,2.36,1.35,2001-08-31
Nifty 50,15.02,2.35,1.38,2001-09-03
Nifty 50,15.02,2.35,1.38,2001-09-04
Nifty 50,14.98,2.34,1.42,2001-09-05
Nifty 50,14.85,2.32,1.54,2001-09-06
Nifty 50,14.84,2.32,1.45,2001-09-07
Nifty 50,14.81,2.32,1.45,2001-09-10
Nifty 50,14.67,2.30,1.47,2001-09-11
Nifty 50,14.14,2.21,1.52,2001-09-12
Nifty 50,13.99,2.19,1.54,2001-09-13
Nifty 50,13.24,2.07,1.62,2001-09-14
Nifty 50,12.56,1.97,1.71,2001-09-17
Nifty 50,12.96,2.03,1.66,2001-09-18
Nifty 50,13.13,2.06,1.65,2001-09-19
Nifty 50,12.94,2.03,1.67,2001-09-20
Nifty 50,12.30,1.92,1.75,2001-09-21
Nifty 50,12.51,1.96,1.72,2001-09-24
Nifty 50,12.40,1.94,1.74,2001-09-25
Nifty 50,12.58,1.97,1.72,2001-09-26
Nifty 50,12.81,2.01,1.68,2001-09-27
Nifty 50,13.16,2.06,1.64,2001-09-28
Nifty 50,13.10,2.05,1.65,2001-10-01
Nifty 50,12.95,2.03,1.67,2001-10-03
Nifty 50,13.13,2.05,1.64,2001-10-04
Nifty 50,13.17,2.06,1.64,2001-10-05
Nifty 50,12.98,2.03,1.67,2001-10-08
Nifty 50,13.14,2.06,1.65,2001-10-09
Nifty 50,13.54,2.12,1.60,2001-10-10
Nifty 50,13.75,2.15,1.58,2001-10-11
Nifty 50,13.83,2.16,1.57,2001-10-12
Nifty 50,13.87,2.17,1.57,2001-10-15
Nifty 50,13.98,2.19,1.55,2001-10-16
Nifty 50,14.20,2.22,1.53,2001-10-17
Nifty 50,13.99,2.19,1.55,2001-10-18
Nifty 50,14.16,2.20,1.54,2001-10-19
Nifty 50,14.15,2.20,1.56,2001-10-22
Nifty 50,14.40,2.24,1.54,2001-10-23
Nifty 50,14.38,2.23,1.54,2001-10-24
Nifty 50,14.26,2.22,1.59,2001-10-25
Nifty 50,14.18,2.20,1.59,2001-10-29
Nifty 50,13.99,2.17,1.62,2001-10-30
Nifty 50,13.79,2.19,1.61,2001-10-31
Nifty 50,14.11,2.24,1.57,2001-11-01
Nifty 50,14.16,2.25,1.56,2001-11-02
Nifty 50,14.06,2.24,1.57,2001-11-05
Nifty 50,14.22,2.26,1.56,2001-11-06
Nifty 50,14.01,2.25,1.56,2001-11-07
Nifty 50,14.16,2.27,1.55,2001-11-08
Nifty 50,14.55,2.28,1.56,2001-11-09
Nifty 50,14.65,2.27,1.56,2001-11-12
Nifty 50,14.57,2.29,1.55,2001-11-13
Nifty 50,14.72,2.34,1.52,2001-11-14
Nifty 50,15.01,2.41,1.47,2001-11-15
Nifty 50,15.48,2.37,1.50,2001-11-19
Nifty 50,15.22,2.38,1.49,2001-11-20
Nifty 50,15.31,2.40,1.48,2001-11-21
Nifty 50,15.40,2.39,1.48,2001-11-22
Nifty 50,15.35,2.44,1.45,2001-11-23
Nifty 50,15.66,2.43,1.46,2001-11-26
Nifty 50,15.59,2.42,1.46,2001-11-27
Nifty 50,15.52,2.41,1.47,2001-11-28
Nifty 50,15.46,2.40,1.47,2001-11-29
Nifty 50,15.44,2.43,1.46,2001-12-03
Nifty 50,15.62,2.49,1.42,2001-12-04
Nifty 50,16.01,2.51,1.41,2001-12-05
Nifty 50,16.09,2.51,1.41,2001-12-06
Nifty 50,16.12,2.52,1.41,2001-12-07
Nifty 50,16.16,2.50,1.41,2001-12-10
Nifty 50,16.09,2.50,1.42,2001-12-11
Nifty 50,16.05,2.48,1.43,2001-12-12
Nifty 50,15.92,2.45,1.44,2001-12-13
Nifty 50,15.76,2.44,1.44,2001-12-14
Nifty 50,15.68,2.39,1.47,2001-12-18
Nifty 50,15.37,2.40,1.47,2001-12-19
Nifty 50,15.39,2.37,1.49,2001-12-20
Nifty 50,15.23,2.37,1.49,2001-12-21
Nifty 50,15.19,2.33,1.51,2001-12-24
Nifty 50,14.99,2.30,1.53,2001-12-26
Nifty 50,14.78,2.33,1.51,2001-12-27
Nifty 50,14.98,2.39,1.48,2001-12-28
Nifty 50,15.35,2.38,1.48,2001-12-31
Nifty 50,15.29,2.39,1.47,2002-01-01
Nifty 50,15.37,2.42,1.46,2002-01-02
Nifty 50,15.54,2.47,1.42,2002-01-03
Nifty 50,15.89,2.48,1.41,2002-01-04
Nifty 50,15.94,2.50,1.40,2002-01-07
Nifty 50,16.09,2.49,1.41,2002-01-08
Nifty 50,15.98,2.48,1.42,2002-01-09
Nifty 50,15.91,2.46,1.44,2002-01-10
Nifty 50,15.78,2.50,1.41,2002-01-11
Nifty 50,16.08,2.47,1.43,2002-01-14
Nifty 50,15.61,2.46,1.43,2002-01-15
Nifty 50,15.56,2.82,1.23,2002-01-16
Nifty 50,17.57,2.78,1.25,2002-01-17
Nifty 50,17.32,2.83,1.25,2002-01-18
Nifty 50,17.29,2.83,1.25,2002-01-21
Nifty 50,17.31,2.83,1.25,2002-01-22
Nifty 50,17.26,2.81,1.26,2002-01-23
Nifty 50,17.19,2.79,1.26,2002-01-24
Nifty 50,17.06,2.76,1.27,2002-01-25
Nifty 50,16.93,2.76,1.27,2002-01-28
Nifty 50,16.93,2.75,1.27,2002-01-29
Nifty 50,16.87,2.77,1.26,2002-01-30
Nifty 50,16.99,2.79,1.26,2002-01-31
Nifty 50,17.42,2.79,1.26,2002-02-01
Nifty 50,17.34,2.78,1.26,2002-02-04
Nifty 50,17.30,2.77,1.27,2002-02-05
Nifty 50,17.92,2.87,1.35,2002-02-06
Nifty 50,17.88,2.86,1.35,2002-02-07
Nifty 50,18.09,2.90,1.33,2002-02-08
Nifty 50,18.22,2.92,1.33,2002-02-11
Nifty 50,18.19,2.91,1.33,2002-02-12
Nifty 50,18.28,2.93,1.32,2002-02-13
Nifty 50,18.52,2.96,1.30,2002-02-14
Nifty 50,18.68,2.99,1.29,2002-02-15
Nifty 50,18.88,3.02,1.28,2002-02-18
Nifty 50,18.66,2.99,1.29,2002-02-19
Nifty 50,18.44,2.95,1.31,2002-02-20
Nifty 50,18.50,2.96,1.30,2002-02-21
Nifty 50,18.72,3.00,1.29,2002-02-22
Nifty 50,18.76,3.00,1.30,2002-02-25
Nifty 50,19.14,3.07,1.27,2002-02-26
Nifty 50,19.14,3.07,1.27,2002-02-27
Nifty 50,18.38,2.94,1.33,2002-02-28
Nifty 50,18.96,3.04,1.29,2002-03-01
Nifty 50,18.97,3.03,1.29,2002-03-04
Nifty 50,18.99,3.03,1.28,2002-03-05
Nifty 50,18.79,3.02,1.29,2002-03-06
Nifty 50,19.11,3.07,1.27,2002-03-07
Nifty 50,19.03,3.06,1.27,2002-03-08
Nifty 50,18.71,3.01,1.30,2002-03-11
Nifty 50,18.43,2.96,1.32,2002-03-12
Nifty 50,18.54,2.98,1.31,2002-03-13
Nifty 50,18.58,2.99,1.31,2002-03-14
Nifty 50,18.74,3.01,1.29,2002-03-15
Nifty 50,18.73,3.01,1.29,2002-03-18
Nifty 50,18.46,2.97,1.31,2002-03-19
Nifty 50,18.51,2.98,1.31,2002-03-20
Nifty 50,18.33,2.95,1.32,2002-03-21
Nifty 50,18.24,2.93,1.33,2002-03-22
Nifty 50,17.99,2.89,1.35,2002-03-26
Nifty 50,18.00,2.89,1.35,2002-03-27
Nifty 50,18.10,2.91,1.34,2002-03-28
Nifty 50,18.25,2.93,1.33,2002-04-01
Nifty 50,18.22,2.93,1.33,2002-04-02
Nifty 50,18.00,2.89,1.35,2002-04-03
Nifty 50,18.36,2.95,1.33,2002-04-04
Nifty 50,18.30,2.94,1.21,2002-04-05
Nifty 50,17.91,2.90,1.38,2002-04-08
Nifty 50,17.78,2.88,1.39,2002-04-09
Nifty 50,18.01,2.91,1.37,2002-04-10
Nifty 50,18.09,2.93,1.36,2002-04-11
Nifty 50,18.14,2.93,1.36,2002-04-12
Nifty 50,17.94,2.90,1.37,2002-04-15
Nifty 50,17.70,2.86,1.39,2002-04-16
Nifty 50,17.80,2.88,1.38,2002-04-17
Nifty 50,18.49,2.94,1.38,2002-04-18
Nifty 50,18.02,2.86,1.42,2002-04-19
Nifty 50,18.02,2.87,1.41,2002-04-22
Nifty 50,18.05,2.88,1.41,2002-04-23
Nifty 50,18.16,2.86,1.40,2002-04-24
Nifty 50,17.85,2.82,1.42,2002-04-25
Nifty 50,17.90,2.83,1.41,2002-04-26
Nifty 50,17.69,2.80,1.44,2002-04-29
Nifty 50,17.86,2.83,1.42,2002-04-30
Nifty 50,18.08,2.93,1.41,2002-05-02
Nifty 50,18.04,2.80,1.38,2002-05-03
Nifty 50,18.10,2.81,1.38,2002-05-06
Nifty 50,18.26,2.84,1.39,2002-05-07
Nifty 50,18.38,2.86,1.38,2002-05-08
Nifty 50,18.54,2.88,1.37,2002-05-09
Nifty 50,18.36,2.85,1.36,2002-05-10
Nifty 50,18.16,2.86,1.36,2002-05-13
Nifty 50,17.99,2.84,1.36,2002-05-14
Nifty 50,17.87,2.82,1.37,2002-05-15
Nifty 50,17.63,2.78,1.39,2002-05-16
Nifty 50,17.49,2.81,1.39,2002-05-17
Nifty 50,17.23,2.76,1.41,2002-05-20
Nifty 50,16.82,2.70,1.47,2002-05-21
Nifty 50,16.60,2.73,1.47,2002-05-22
Nifty 50,16.31,2.68,1.50,2002-05-23
Nifty 50,16.95,2.79,1.32,2002-05-24
Nifty 50,16.88,2.78,1.33,2002-05-27
Nifty 50,16.49,2.71,1.41,2002-05-28
Nifty 50,16.54,2.72,1.44,2002-05-29
Nifty 50,16.72,2.81,1.48,2002-05-30
Nifty 50,16.19,3.07,1.39,2002-05-31
Nifty 50,16.39,3.11,1.39,2002-06-03
Nifty 50,16.48,3.13,1.38,2002-06-04
Nifty 50,16.78,3.19,1.36,2002-06-05
Nifty 50,16.42,3.21,1.36,2002-06-06
Nifty 50,16.18,3.16,1.38,2002-06-07
Nifty 50,16.51,3.23,1.35,2002-06-10
Nifty 50,16.93,3.31,1.35,2002-06-11
Nifty 50,16.87,3.30,1.39,2002-06-12
Nifty 50,16.72,3.27,1.40,2002-06-13
Nifty 50,16.74,3.30,1.31,2002-06-14
Nifty 50,16.80,3.32,1.31,2002-06-17
Nifty 50,16.58,3.28,1.33,2002-06-18
Nifty 50,16.40,3.24,1.35,2002-06-19
Nifty 50,15.86,3.24,1.36,2002-06-20
Nifty 50,15.75,3.22,1.31,2002-06-21
Nifty 50,15.74,3.22,1.32,2002-06-24
Nifty 50,15.64,3.20,1.32,2002-06-25
Nifty 50,15.48,3.17,1.35,2002-06-26
Nifty 50,15.56,3.18,1.35,2002-06-27
Nifty 50,15.73,3.20,1.34,2002-06-28
Nifty 50,15.90,2.67,2.01,2002-07-01
Nifty 50,15.88,2.66,2.01,2002-07-02
Nifty 50,15.91,2.67,2.01,2002-07-03
Nifty 50,15.92,2.67,2.01,2002-07-04
Nifty 50,15.97,2.68,2.00,2002-07-05
Nifty 50,16.09,2.70,1.99,2002-07-08
Nifty 50,16.07,2.69,1.99,2002-07-09
Nifty 50,15.94,2.67,2.01,2002-07-10
Nifty 50,15.71,2.64,2.03,2002-07-11
Nifty 50,15.74,2.64,2.03,2002-07-12
Nifty 50,15.59,2.61,2.05,2002-07-15
Nifty 50,15.41,2.58,2.08,2002-07-16
Nifty 50,15.36,2.58,2.08,2002-07-17
Nifty 50,15.49,2.60,2.06,2002-07-18
Nifty 50,15.41,2.58,2.08,2002-07-19
Nifty 50,15.05,2.52,2.12,2002-07-22
Nifty 50,15.20,2.55,2.10,2002-07-23
Nifty 50,14.93,2.50,2.14,2002-07-24
Nifty 50,14.90,2.50,2.15,2002-07-25
Nifty 50,14.48,2.43,2.21,2002-07-26
Nifty 50,14.45,2.42,2.21,2002-07-29
Nifty 50,14.29,2.40,2.24,2002-07-30
Nifty 50,14.26,2.39,2.24,2002-07-31
Nifty 50,14.24,2.39,2.25,2002-08-01
Nifty 50,14.20,2.38,2.25,2002-08-02
Nifty 50,14.33,2.40,2.23,2002-08-05
Nifty 50,14.38,2.41,2.22,2002-08-06
Nifty 50,14.41,2.42,2.22,2002-08-07
Nifty 50,14.19,2.88,2.17,2002-08-08
Nifty 50,14.31,2.90,2.15,2002-08-09
Nifty 50,14.43,2.93,2.13,2002-08-12
Nifty 50,14.52,2.95,2.12,2002-08-13
Nifty 50,14.43,2.93,2.16,2002-08-14
Nifty 50,14.57,2.96,2.16,2002-08-16
Nifty 50,14.58,2.96,2.16,2002-08-19
Nifty 50,14.71,2.99,2.14,2002-08-20
Nifty 50,14.71,2.98,2.14,2002-08-21
Nifty 50,14.66,2.98,2.04,2002-08-22
Nifty 50,14.81,3.01,2.02,2002-08-23
Nifty 50,14.86,3.02,1.98,2002-08-26
Nifty 50,14.70,2.99,2.01,2002-08-27
Nifty 50,14.67,2.98,2.01,2002-08-28
Nifty 50,14.69,2.99,2.02,2002-08-29
Nifty 50,15.04,3.06,1.95,2002-08-30
Nifty 50,15.08,3.07,1.95,2002-09-02
Nifty 50,14.90,3.03,1.97,2002-09-03
Nifty 50,14.98,3.05,1.94,2002-09-04
Nifty 50,15.01,3.05,1.97,2002-09-05
Nifty 50,14.81,3.01,1.96,2002-09-06
Nifty 50,14.86,3.02,1.84,2002-09-09
Nifty 50,14.86,3.02,1.84,2002-09-11
Nifty 50,14.90,2.50,2.15,2002-09-12
Nifty 50,14.76,2.48,2.17,2002-09-13
Nifty 50,14.67,2.46,2.18,2002-09-16
Nifty 50,14.80,2.48,2.16,2002-09-17
Nifty 50,14.63,2.45,2.18,2002-09-18
Nifty 50,14.52,2.44,2.20,2002-09-19
Nifty 50,14.43,2.42,2.22,2002-09-20
Nifty 50,14.44,2.42,2.21,2002-09-23
Nifty 50,14.38,2.41,2.22,2002-09-24
Nifty 50,14.43,2.42,2.22,2002-09-25
Nifty 50,14.43,2.42,2.22,2002-09-26
Nifty 50,14.53,2.44,2.20,2002-09-27
Nifty 50,14.33,2.40,2.23,2002-09-30
Nifty 50,14.21,2.38,2.25,2002-10-01
Nifty 50,14.11,2.37,2.27,2002-10-03
Nifty 50,14.11,2.37,2.27,2002-10-04
Nifty 50,14.21,2.38,2.25,2002-10-07
Nifty 50,14.30,2.40,2.24,2002-10-08
Nifty 50,14.21,2.38,2.25,2002-10-09
Nifty 50,14.22,2.38,2.25,2002-10-10
Nifty 50,14.40,2.42,2.22,2002-10-11
Nifty 50,14.42,2.42,2.22,2002-10-14
Nifty 50,14.44,2.42,2.21,2002-10-16
Nifty 50,14.44,2.42,2.21,2002-10-17
Nifty 50,14.41,2.42,2.22,2002-10-18
Nifty 50,14.35,2.41,2.23,2002-10-21
Nifty 50,14.28,2.39,2.24,2002-10-22
Nifty 50,14.20,2.38,2.25,2002-10-23
Nifty 50,14.05,2.36,2.28,2002-10-24
Nifty 50,13.83,2.32,2.31,2002-10-25
Nifty 50,14.03,2.35,2.28,2002-10-28
Nifty 50,14.25,2.39,2.24,2002-10-29
Nifty 50,14.26,2.39,2.24,2002-10-30
Nifty 50,14.47,2.43,2.21,2002-10-31
Nifty 50,14.47,2.43,2.21,2002-11-01
Nifty 50,14.63,2.45,2.19,2002-11-04
Nifty 50,14.63,2.45,2.19,2002-11-05
Nifty 50,14.61,2.45,2.19,2002-11-07
Nifty 50,14.55,2.44,2.20,2002-11-08
Nifty 50,14.51,2.43,2.20,2002-11-11
Nifty 50,14.60,2.45,2.19,2002-11-12
Nifty 50,14.64,2.46,2.18,2002-11-13
Nifty 50,14.78,2.48,2.16,2002-11-14
Nifty 50,15.06,2.53,2.12,2002-11-15
Nifty 50,15.16,2.54,2.11,2002-11-18
Nifty 50,15.23,2.55,2.10,2002-11-20
Nifty 50,15.34,2.57,2.08,2002-11-21
Nifty 50,13.84,2.23,2.57,2002-11-22
Nifty 50,13.92,2.24,2.55,2002-11-25
Nifty 50,14.05,2.27,2.53,2002-11-26
Nifty 50,13.98,2.26,2.54,2002-11-27
Nifty 50,14.24,2.30,2.50,2002-11-28
Nifty 50,14.24,2.30,2.49,2002-11-29
Nifty 50,14.48,2.34,2.45,2002-12-02
Nifty 50,14.31,2.31,2.48,2002-12-03
Nifty 50,14.06,2.27,2.53,2002-12-04
Nifty 50,14.19,2.29,2.50,2002-12-05
Nifty 50,14.51,2.34,2.45,2002-12-06
Nifty 50,14.36,2.32,2.47,2002-12-09
Nifty 50,14.43,2.33,2.46,2002-12-10
Nifty 50,14.51,2.34,2.45,2002-12-11
Nifty 50,14.61,2.36,2.43,2002-12-12
Nifty 50,14.73,2.38,2.41,2002-12-13
Nifty 50,14.63,2.36,2.43,2002-12-16
Nifty 50,14.56,2.35,2.44,2002-12-17
Nifty 50,14.62,2.36,2.43,2002-12-18
Nifty 50,14.59,2.35,2.43,2002-12-19
Nifty 50,14.64,2.36,2.43,2002-12-20
Nifty 50,14.59,2.35,2.43,2002-12-23
Nifty 50,14.72,2.37,2.41,2002-12-24
Nifty 50,14.85,2.39,2.39,2002-12-26
Nifty 50,14.90,2.40,2.39,2002-12-27
Nifty 50,14.81,2.39,2.40,2002-12-30
Nifty 50,14.83,2.39,2.40,2002-12-31
Nifty 50,14.92,2.41,2.38,2003-01-01
Nifty 50,14.82,2.39,2.40,2003-01-02
Nifty 50,14.78,2.38,2.40,2003-01-03
Nifty 50,14.71,2.37,2.42,2003-01-06
Nifty 50,14.67,2.37,2.42,2003-01-07
Nifty 50,14.77,2.38,2.41,2003-01-08
Nifty 50,14.88,2.40,2.39,2003-01-09
Nifty 50,14.65,2.36,2.43,2003-01-10
Nifty 50,14.56,2.35,2.44,2003-01-13
Nifty 50,14.63,2.36,2.43,2003-01-14
Nifty 50,14.72,2.37,2.41,2003-01-15
Nifty 50,14.76,2.38,2.41,2003-01-16
Nifty 50,14.74,2.38,2.41,2003-01-17
Nifty 50,14.60,2.35,2.43,2003-01-20
Nifty 50,14.62,2.36,2.43,2003-01-21
Nifty 50,14.69,2.37,2.42,2003-01-22
Nifty 50,14.52,2.34,2.45,2003-01-23
Nifty 50,14.32,2.31,2.48,2003-01-24
Nifty 50,14.07,2.27,2.52,2003-01-27
Nifty 50,14.19,2.29,2.50,2003-01-28
Nifty 50,14.07,2.27,2.53,2003-01-29
Nifty 50,14.03,2.26,2.53,2003-01-30
Nifty 50,14.13,2.28,2.51,2003-01-31
Nifty 50,14.31,2.31,2.48,2003-02-03
Nifty 50,14.31,2.31,2.48,2003-02-04
Nifty 50,14.21,2.29,2.50,2003-02-05
Nifty 50,14.42,2.33,2.46,2003-02-06
Nifty 50,14.34,2.31,2.48,2003-02-07
Nifty 50,14.22,2.29,2.50,2003-02-10
Nifty 50,14.21,2.29,2.50,2003-02-11
Nifty 50,14.17,2.28,2.51,2003-02-12
Nifty 50,14.05,2.27,2.53,2003-02-14
Nifty 50,14.35,2.31,2.48,2003-02-17
Nifty 50,14.37,2.32,2.47,2003-02-18
Nifty 50,14.43,2.33,2.46,2003-02-19
Nifty 50,14.45,2.33,2.46,2003-02-20
Nifty 50,14.46,2.33,2.46,2003-02-21
Nifty 50,14.51,2.34,2.45,2003-02-24
Nifty 50,14.32,2.31,2.48,2003-02-25
Nifty 50,14.24,2.30,2.50,2003-02-26
Nifty 50,14.28,2.30,2.49,2003-02-27
Nifty 50,14.42,2.33,2.46,2003-02-28
Nifty 50,14.36,2.32,2.47,2003-03-03
Nifty 50,14.24,2.30,2.50,2003-03-04
Nifty 50,14.16,2.28,2.51,2003-03-05
Nifty 50,14.03,2.26,2.53,2003-03-06
Nifty 50,13.84,2.23,2.57,2003-03-07
Nifty 50,13.70,2.21,2.59,2003-03-10
Nifty 50,13.81,2.23,2.57,2003-03-11
Nifty 50,13.63,2.20,2.61,2003-03-12
Nifty 50,13.60,2.19,2.61,2003-03-13
Nifty 50,13.51,2.18,2.63,2003-03-17
Nifty 50,13.71,2.20,2.85,2003-03-19
Nifty 50,14.00,2.25,2.79,2003-03-20
Nifty 50,14.08,2.26,2.78,2003-03-21
Nifty 50,14.17,2.28,2.76,2003-03-22
Nifty 50,13.85,2.23,2.83,2003-03-24
Nifty 50,13.81,2.22,2.83,2003-03-25
Nifty 50,13.85,2.23,2.83,2003-03-26
Nifty 50,13.69,2.20,2.86,2003-03-27
Nifty 50,13.67,2.20,2.86,2003-03-28
Nifty 50,13.36,2.15,2.93,2003-03-31
Nifty 50,13.44,2.16,2.91,2003-04-01
Nifty 50,13.65,2.19,2.87,2003-04-02
Nifty 50,13.78,2.22,2.84,2003-04-03
Nifty 50,13.89,2.23,2.82,2003-04-04
Nifty 50,14.09,2.26,2.78,2003-04-07
Nifty 50,13.91,2.24,2.81,2003-04-08
Nifty 50,13.73,2.21,2.85,2003-04-09
Nifty 50,13.14,2.11,2.98,2003-04-10
Nifty 50,12.97,2.09,3.02,2003-04-11
