,Return12m_.NSEI,Return12m_.NIFMDCP100,Return12m_.NIFSMCP100
Return12m_.NSEI,0.13767494913703038,0.16949487376827657,0.1882302520326607
Return12m_.NIFMDCP100,0.16949487376827657,0.2162225485982354,0.23588944071278004
Return12m_.NIFSMCP100,0.1882302520326607,0.23588944071278004,0.2672667889234998
