,SemiStd3m_.NSEI,SemiStd3m_.NIFMDCP100,SemiStd3m_.NIFSMCP100
SemiStd3m_.NSEI,0.00018807338983438935,0.0002585207455367681,0.00021476155975253753
SemiStd3m_.NIFMDCP100,0.0002585207455367681,0.00047330332396158944,0.0004994421530226064
SemiStd3m_.NIFSMCP100,0.00021476155975253753,0.0004994421530226064,0.0007290628958795279
