,Drawdown3m_.NSEI,Drawdown3m_.NIFMDCP100,Drawdown3m_.NIFSMCP100
Drawdown3m_.NSEI,1.0,0.8213423394310638,0.6447939460041513
Drawdown3m_.NIFMDCP100,0.8213423394310638,1.0,0.9203201451806512
Drawdown3m_.NIFSMCP100,0.6447939460041513,0.9203201451806512,1.0
