,SemiStd3m_.NSEI,SemiStd3m_.NIFMDCP100,SemiStd3m_.NIFSMCP100,SemiStd6m_.NSEI,SemiStd6m_.NIFMDCP100,SemiStd6m_.NIFSMCP100,SemiStd12m_.NSEI,SemiStd12m_.NIFMDCP100,SemiStd12m_.NIFSMCP100
SemiStd3m_.NSEI,0.0029740538103698463,0.003516563774064775,0.004447621562739526,0.001955210656811647,0.002390009636153632,0.002931256957855713,0.0008815163695227321,0.0011744464343641816,0.0013286418660717276
SemiStd3m_.NIFMDCP100,0.003516563774064775,0.004537427941325055,0.005561619649554423,0.002732524984548395,0.0034734933306852464,0.004256356150467655,0.0012337862964633857,0.00164415783194135,0.0018628536693968834
SemiStd3m_.NIFSMCP100,0.004447621562739526,0.005561619649554423,0.007332894526895357,0.003417361584027738,0.004230611609815561,0.005395857278052689,0.001658918965882303,0.002164263687164404,0.0026256093487797313
SemiStd6m_.NSEI,0.001955210656811647,0.002732524984548395,0.003417361584027738,0.002266748594978615,0.002782057955277627,0.003608590384228153,0.0011074586146200215,0.001433743828045814,0.001788708288760904
SemiStd6m_.NIFMDCP100,0.002390009636153632,0.0034734933306852464,0.004230611609815561,0.002782057955277627,0.0035979451248348802,0.004545213890514243,0.0014715314253277091,0.0019050370797941921,0.0023626108908010282
SemiStd6m_.NIFSMCP100,0.002931256957855713,0.004256356150467655,0.005395857278052689,0.003608590384228153,0.004545213890514243,0.006002046363310323,0.002004417376319149,0.0025486510351070183,0.003285808175688054
SemiStd12m_.NSEI,0.0008815163695227321,0.0012337862964633857,0.001658918965882303,0.0011074586146200215,0.0014715314253277091,0.002004417376319149,0.0012755632917097247,0.0015527101504086193,0.002156634531303569
SemiStd12m_.NIFMDCP100,0.0011744464343641816,0.00164415783194135,0.002164263687164404,0.001433743828045814,0.0019050370797941921,0.0025486510351070183,0.0015527101504086193,0.0019161354405764722,0.002623807331990914
SemiStd12m_.NIFSMCP100,0.0013286418660717276,0.0018628536693968834,0.0026256093487797313,0.001788708288760904,0.0023626108908010282,0.003285808175688054,0.002156634531303569,0.002623807331990914,0.0037637090713128515
