,Drawdown12m_.NSEI,Drawdown12m_.NIFMDCP100,Drawdown12m_.NIFSMCP100
Drawdown12m_.NSEI,1.0,0.860131152577963,0.753017132659439
Drawdown12m_.NIFMDCP100,0.860131152577963,1.0,0.9552934456701092
Drawdown12m_.NIFSMCP100,0.753017132659439,0.9552934456701092,1.0
