,SemiStd3m_.NSEI,SemiStd3m_.NIFMDCP100,SemiStd3m_.NIFSMCP100
SemiStd3m_.NSEI,1.0,0.6844236396658913,0.745167572650487
SemiStd3m_.NIFMDCP100,0.6844236396658913,1.0,0.9687826376298146
SemiStd3m_.NIFSMCP100,0.745167572650487,0.9687826376298146,1.0
