,Drawdown3m_.NSEI,Drawdown3m_.NIFMDCP100,Drawdown3m_.NIFSMCP100
Drawdown3m_.NSEI,0.0027052610437929728,0.0034489848097831277,0.004333736938866898
Drawdown3m_.NIFMDCP100,0.0034489848097831277,0.004661294151198774,0.0059842075367362345
Drawdown3m_.NIFSMCP100,0.004333736938866898,0.0059842075367362345,0.007910519610989788
