,Return3m_.NSEI,Return3m_.NIFMDCP100,Return3m_.NIFSMCP100,Return6m_.NSEI,Return6m_.NIFMDCP100,Return6m_.NIFSMCP100,Return12m_.NSEI,Return12m_.NIFMDCP100,Return12m_.NIFSMCP100
Return3m_.NSEI,0.04157981551749565,0.048778804667223084,0.05707010651710897,0.04989232465596684,0.05659796726827621,0.06662212842110463,0.026918500055809667,0.02893737761126657,0.025679184380376845
Return3m_.NIFMDCP100,0.048778804667223084,0.06157632253850191,0.07112760991703902,0.06475699480508676,0.07667820592460077,0.08982247823749963,0.0381530901955128,0.04468021902299205,0.04011155238662275
Return3m_.NIFSMCP100,0.05707010651710897,0.07112760991703902,0.08475413888584353,0.07468086797121969,0.08627960511722227,0.10311653049069347,0.04257328314305271,0.04799984535182174,0.04413125314089722
Return6m_.NSEI,0.04989232465596684,0.06475699480508676,0.07468086797121969,0.10233038660547836,0.1259448757349664,0.14574382624852494,0.0690565948031779,0.08061796777097961,0.07783795720521376
Return6m_.NIFMDCP100,0.05659796726827621,0.07667820592460077,0.08627960511722227,0.1259448757349664,0.16140337608053634,0.18406936229242496,0.09532092134473073,0.11580581690831684,0.11199370481527587
Return6m_.NIFSMCP100,0.06662212842110463,0.08982247823749963,0.10311653049069347,0.14574382624852494,0.18406936229242496,0.2138486307348116,0.10534054335549897,0.1255047537369953,0.12121760829955476
Return12m_.NSEI,0.026918500055809667,0.0381530901955128,0.04257328314305271,0.0690565948031779,0.09532092134473073,0.10534054335549897,0.13767494913703038,0.16949487376827657,0.1882302520326607
Return12m_.NIFMDCP100,0.02893737761126657,0.04468021902299205,0.04799984535182174,0.08061796777097961,0.11580581690831684,0.1255047537369953,0.16949487376827657,0.2162225485982354,0.23588944071278004
Return12m_.NIFSMCP100,0.025679184380376845,0.04011155238662275,0.04413125314089722,0.07783795720521376,0.11199370481527587,0.12121760829955476,0.1882302520326607,0.23588944071278004,0.2672667889234998
