,SemiStd12m_.NSEI,SemiStd12m_.NIFMDCP100,SemiStd12m_.NIFSMCP100
SemiStd12m_.NSEI,0.0009554472217819562,0.0013660984703317632,0.0016586524304537022
SemiStd12m_.NIFMDCP100,0.0013660984703317632,0.001978010509477666,0.0024163742188009593
SemiStd12m_.NIFSMCP100,0.0016586524304537022,0.0024163742188009593,0.0029787044722270352
