,Drawdown3m_.NSEI,Drawdown3m_.NIFMDCP100,Drawdown3m_.NIFSMCP100
Drawdown3m_.NSEI,0.0004744330867429087,0.0006070560286693176,0.0006136147387009467
Drawdown3m_.NIFMDCP100,0.0006070560286693176,0.0011514210430105302,0.0013644051706704714
Drawdown3m_.NIFSMCP100,0.0006136147387009467,0.0013644051706704714,0.0019088627093087483
