,Drawdown12m_.NSEI,Drawdown12m_.NIFMDCP100,Drawdown12m_.NIFSMCP100
Drawdown12m_.NSEI,1.0,0.9923490860690148,0.9715380005967038
Drawdown12m_.NIFMDCP100,0.9923490860690148,1.0,0.9796212922720839
Drawdown12m_.NIFSMCP100,0.9715380005967038,0.9796212922720839,1.0
