,Return3m_.NSEI,Return3m_.NIFMDCP100,Return3m_.NIFSMCP100
Return3m_.NSEI,0.005037046249901571,0.007281034535553822,0.008280512869655933
Return3m_.NIFMDCP100,0.007281034535553822,0.012428658545782921,0.014845250251051418
Return3m_.NIFSMCP100,0.008280512869655933,0.014845250251051418,0.020081001078793907
