,Return12m_.NSEI,Return12m_.NIFMDCP100,Return12m_.NIFSMCP100
Return12m_.NSEI,0.05844362308721935,0.08711374702300018,0.11710899094279696
Return12m_.NIFMDCP100,0.08711374702300018,0.13281390477078098,0.18039792046039008
Return12m_.NIFSMCP100,0.11710899094279696,0.18039792046039008,0.24999240221763758
