,Return6m_.NSEI,Return6m_.NIFMDCP100,Return6m_.NIFSMCP100
Return6m_.NSEI,0.006373390950221605,0.0063776564182784126,0.008269051047977042
Return6m_.NIFMDCP100,0.0063776564182784126,0.011325648565744329,0.0153226377836802
Return6m_.NIFSMCP100,0.008269051047977042,0.0153226377836802,0.022480345321668847
