,LogReturn_.NSEI,LogReturn_.NIFMDCP100,LogReturn_.NIFSMCP100
LogReturn_.NSEI,0.004573247255731509,0.005324819502793486,0.006172844222028107
LogReturn_.NIFMDCP100,0.005324819502793486,0.0071482539300731325,0.008560718637398903
LogReturn_.NIFSMCP100,0.006172844222028107,0.008560718637398903,0.010843399981857734
