,SemiStd12m_.NSEI,SemiStd12m_.NIFMDCP100,SemiStd12m_.NIFSMCP100
SemiStd12m_.NSEI,0.00011725810907781458,8.581808061375007e-05,0.00013262309770126042
SemiStd12m_.NIFMDCP100,8.581808061375007e-05,0.00017337515843573594,0.00021009374691922017
SemiStd12m_.NIFSMCP100,0.00013262309770126042,0.00021009374691922017,0.00027801823993494674
