,Drawdown6m_.NSEI,Drawdown6m_.NIFMDCP100,Drawdown6m_.NIFSMCP100
Drawdown6m_.NSEI,1.0,0.7098861381176598,0.6704984535840866
Drawdown6m_.NIFMDCP100,0.7098861381176598,1.0,0.9478374986850723
Drawdown6m_.NIFSMCP100,0.6704984535840866,0.9478374986850723,1.0
