,LogReturn_.NSEI,LogReturn_.NIFMDCP100,LogReturn_.NIFSMCP100
LogReturn_.NSEI,0.0010731673982083889,0.001340307194735007,0.0014043420995604385
LogReturn_.NIFMDCP100,0.001340307194735007,0.0022784748243849548,0.002611417140838721
LogReturn_.NIFSMCP100,0.0014043420995604385,0.002611417140838721,0.0034355119518748407
