,Return12m_.NSEI,Return12m_.NIFMDCP100,Return12m_.NIFSMCP100
Return12m_.NSEI,0.042899163094183665,0.0726939092172326,0.0808271333128032
Return12m_.NIFMDCP100,0.0726939092172326,0.13410953570706943,0.14894849548965597
Return12m_.NIFSMCP100,0.0808271333128032,0.14894849548965597,0.1738786922536486
