,SemiStd3m_.NSEI,SemiStd3m_.NIFMDCP100,SemiStd3m_.NIFSMCP100
SemiStd3m_.NSEI,0.0029740538103698463,0.003516563774064775,0.004447621562739526
SemiStd3m_.NIFMDCP100,0.003516563774064775,0.004537427941325055,0.005561619649554423
SemiStd3m_.NIFSMCP100,0.004447621562739526,0.005561619649554423,0.007332894526895357
