,SemiStd12m_.NSEI,SemiStd12m_.NIFMDCP100,SemiStd12m_.NIFSMCP100
SemiStd12m_.NSEI,1.0,0.9931761547646916,0.9842774275181835
SemiStd12m_.NIFMDCP100,0.9931761547646916,1.0,0.9770365636569732
SemiStd12m_.NIFSMCP100,0.9842774275181835,0.9770365636569732,1.0
