,Return3m_.NSEI,Return3m_.NIFMDCP100,Return3m_.NIFSMCP100
Return3m_.NSEI,0.01141728196160759,0.013619085499043304,0.016969271282147258
Return3m_.NIFMDCP100,0.013619085499043304,0.017740863009844548,0.022698571771233876
Return3m_.NIFSMCP100,0.016969271282147258,0.022698571771233876,0.031120512066765763
