,Return6m_.NSEI,Return6m_.NIFMDCP100,Return6m_.NIFSMCP100
Return6m_.NSEI,0.005232970273754931,0.00902715862610688,0.010600145810306646
Return6m_.NIFMDCP100,0.00902715862610688,0.018579169217877663,0.022937861979558088
Return6m_.NIFSMCP100,0.010600145810306646,0.022937861979558088,0.02941702964404771
