,SemiStd6m_.NSEI,SemiStd6m_.NIFMDCP100,SemiStd6m_.NIFSMCP100
SemiStd6m_.NSEI,0.00012037063995898702,0.00013369544105558176,0.000244875489761858
SemiStd6m_.NIFMDCP100,0.00013369544105558176,0.0003352850085452262,0.0004991952846715392
SemiStd6m_.NIFSMCP100,0.000244875489761858,0.0004991952846715392,0.0008024851064811343
