,SemiStd3m_.NSEI,SemiStd3m_.NIFMDCP100,SemiStd3m_.NIFSMCP100
SemiStd3m_.NSEI,0.0003981831919056108,0.00041424486812312837,0.00046956346799404195
SemiStd3m_.NIFMDCP100,0.00041424486812312837,0.0005929641986722352,0.0006805103460939322
SemiStd3m_.NIFSMCP100,0.00046956346799404195,0.0006805103460939322,0.0009213128217774933
