,SemiStd12m_.NSEI,SemiStd12m_.NIFMDCP100,SemiStd12m_.NIFSMCP100
SemiStd12m_.NSEI,1.0,0.6018855518622498,0.7345326070849424
SemiStd12m_.NIFMDCP100,0.6018855518622498,1.0,0.9569363375906729
SemiStd12m_.NIFSMCP100,0.7345326070849424,0.9569363375906729,1.0
