,Return6m_.NSEI,Return6m_.NIFMDCP100,Return6m_.NIFSMCP100
Return6m_.NSEI,0.10233038660547836,0.1259448757349664,0.14574382624852494
Return6m_.NIFMDCP100,0.1259448757349664,0.16140337608053634,0.18406936229242496
Return6m_.NIFSMCP100,0.14574382624852494,0.18406936229242496,0.2138486307348116
