,Drawdown12m_.NSEI,Drawdown12m_.NIFMDCP100,Drawdown12m_.NIFSMCP100
Drawdown12m_.NSEI,1.0,0.9247313417746776,0.8501577643677128
Drawdown12m_.NIFMDCP100,0.9247313417746776,1.0,0.9212927358711821
Drawdown12m_.NIFSMCP100,0.8501577643677128,0.9212927358711821,1.0
