,SemiStd6m_.NSEI,SemiStd6m_.NIFMDCP100,SemiStd6m_.NIFSMCP100
SemiStd6m_.NSEI,1.0,0.9922817833480033,0.9762578910241583
SemiStd6m_.NIFMDCP100,0.9922817833480033,1.0,0.9947725163925014
SemiStd6m_.NIFSMCP100,0.9762578910241583,0.9947725163925014,1.0
