,Return12m_.NSEI,Return12m_.NIFMDCP100,Return12m_.NIFSMCP100
Return12m_.NSEI,1.0,0.9887724475870496,0.9688538478596075
Return12m_.NIFMDCP100,0.9887724475870496,1.0,0.9900254282968183
Return12m_.NIFSMCP100,0.9688538478596075,0.9900254282968183,1.0
