,Drawdown12m_.NSEI,Drawdown12m_.NIFMDCP100,Drawdown12m_.NIFSMCP100
Drawdown12m_.NSEI,0.001927295331255291,0.0013749856147630404,0.0021509593781715683
Drawdown12m_.NIFMDCP100,0.0013749856147630404,0.003087837918714492,0.005084640126795892
Drawdown12m_.NIFSMCP100,0.0021509593781715683,0.005084640126795892,0.00889727665445047
