,Return12m_.NSEI,Return12m_.NIFMDCP100,Return12m_.NIFSMCP100
Return12m_.NSEI,1.0,0.9583933352160147,0.9358571947997427
Return12m_.NIFMDCP100,0.9583933352160147,1.0,0.9754008028872603
Return12m_.NIFSMCP100,0.9358571947997427,0.9754008028872603,1.0
