,Drawdown3m_.NSEI,Drawdown3m_.NIFMDCP100,Drawdown3m_.NIFSMCP100,Drawdown6m_.NSEI,Drawdown6m_.NIFMDCP100,Drawdown6m_.NIFSMCP100,Drawdown12m_.NSEI,Drawdown12m_.NIFMDCP100,Drawdown12m_.NIFSMCP100
Drawdown3m_.NSEI,1.0,0.8213423394310638,0.6447939460041513,0.8067736850347551,0.6817929545639133,0.44475612311100826,0.7061686117110237,0.5792358163571131,0.45590667242066174
Drawdown3m_.NIFMDCP100,0.8213423394310638,1.0,0.9203201451806512,0.8252505251789328,0.9104048659637017,0.7516847503186104,0.7912057436874054,0.8288317698923292,0.7120756126822834
Drawdown3m_.NIFSMCP100,0.6447939460041513,0.9203201451806512,1.0,0.7833256278833349,0.8890867786573472,0.8435589058450623,0.7548191986819545,0.8112731773308435,0.8026324198031118
Drawdown6m_.NSEI,0.8067736850347551,0.8252505251789328,0.7833256278833349,1.0,0.8743435196676342,0.6970154625094298,0.9117635831484052,0.7680664581091515,0.6808279192970492
Drawdown6m_.NIFMDCP100,0.6817929545639133,0.9104048659637017,0.8890867786573472,0.8743435196676342,1.0,0.9046715587426797,0.9244761452689166,0.9637155333619429,0.8688689873615574
Drawdown6m_.NIFSMCP100,0.44475612311100826,0.7516847503186104,0.8435589058450623,0.6970154625094298,0.9046715587426797,1.0,0.8421248366954909,0.9372676734117328,0.9830185238309433
Drawdown12m_.NSEI,0.7061686117110237,0.7912057436874054,0.7548191986819545,0.9117635831484052,0.9244761452689166,0.8421248366954909,1.0,0.9247313417746776,0.8501577643677128
Drawdown12m_.NIFMDCP100,0.5792358163571131,0.8288317698923292,0.8112731773308435,0.7680664581091515,0.9637155333619429,0.9372676734117328,0.9247313417746776,1.0,0.9212927358711821
Drawdown12m_.NIFSMCP100,0.45590667242066174,0.7120756126822834,0.8026324198031118,0.6808279192970492,0.8688689873615574,0.9830185238309433,0.8501577643677128,0.9212927358711821,1.0
