,Drawdown3m_.NSEI,Drawdown3m_.NIFMDCP100,Drawdown3m_.NIFSMCP100
Drawdown3m_.NSEI,1.0,0.8735269587184962,0.7981771974934015
Drawdown3m_.NIFMDCP100,0.8735269587184962,1.0,0.9343232680268532
Drawdown3m_.NIFSMCP100,0.7981771974934015,0.9343232680268532,1.0
