,SemiStd6m_.NSEI,SemiStd6m_.NIFMDCP100,SemiStd6m_.NIFSMCP100
SemiStd6m_.NSEI,0.0013856232467031402,0.001956917610972866,0.002436326999410247
SemiStd6m_.NIFMDCP100,0.001956917610972866,0.0028069190326948687,0.0035333540840676286
SemiStd6m_.NIFSMCP100,0.002436326999410247,0.0035333540840676286,0.00449466037003387
