,Return6m_.NSEI,Return6m_.NIFMDCP100,Return6m_.NIFSMCP100
Return6m_.NSEI,1.0,0.7506617700701762,0.6908263656728129
Return6m_.NIFMDCP100,0.7506617700701762,1.0,0.9602857969907195
Return6m_.NIFSMCP100,0.6908263656728129,0.9602857969907195,1.0
