,Drawdown6m_.NSEI,Drawdown6m_.NIFMDCP100,Drawdown6m_.NIFSMCP100
Drawdown6m_.NSEI,1.0,0.9807158475631476,0.9334362007166924
Drawdown6m_.NIFMDCP100,0.9807158475631476,1.0,0.9616253676717359
Drawdown6m_.NIFSMCP100,0.9334362007166924,0.9616253676717359,1.0
