,SemiStd12m_.NSEI,SemiStd12m_.NIFMDCP100,SemiStd12m_.NIFSMCP100
SemiStd12m_.NSEI,3.95498704160036e-05,7.145039281655385e-05,0.00010032846012816343
SemiStd12m_.NIFMDCP100,7.145039281655385e-05,0.00016834209646199934,0.00022837831975266754
SemiStd12m_.NIFSMCP100,0.00010032846012816343,0.00022837831975266754,0.00033085192294240583
