,SemiStd6m_.NSEI,SemiStd6m_.NIFMDCP100,SemiStd6m_.NIFSMCP100
SemiStd6m_.NSEI,1.0,0.6655018174312556,0.7878917307087084
SemiStd6m_.NIFMDCP100,0.6655018174312556,1.0,0.9623762931528778
SemiStd6m_.NIFSMCP100,0.7878917307087084,0.9623762931528778,1.0
