,SemiStd6m_.NSEI,SemiStd6m_.NIFMDCP100,SemiStd6m_.NIFSMCP100
SemiStd6m_.NSEI,1.0,0.777615557212422,0.7570167291143771
SemiStd6m_.NIFMDCP100,0.777615557212422,1.0,0.910739770043689
SemiStd6m_.NIFSMCP100,0.7570167291143771,0.910739770043689,1.0
