,Return3m_.NSEI,Return3m_.NIFMDCP100,Return3m_.NIFSMCP100
Return3m_.NSEI,0.04157981551749565,0.048778804667223084,0.05707010651710897
Return3m_.NIFMDCP100,0.048778804667223084,0.06157632253850191,0.07112760991703902
Return3m_.NIFSMCP100,0.05707010651710897,0.07112760991703902,0.08475413888584353
