,Drawdown12m_.NSEI,Drawdown12m_.NIFMDCP100,Drawdown12m_.NIFSMCP100
Drawdown12m_.NSEI,0.0013543308625016128,0.001621807656418443,0.00186176715437797
Drawdown12m_.NIFMDCP100,0.001621807656418443,0.0022711340197601095,0.0026126574912443495
Drawdown12m_.NIFSMCP100,0.00186176715437797,0.0026126574912443495,0.003541007951144944
