,SemiStd3m_.NSEI,SemiStd3m_.NIFMDCP100,SemiStd3m_.NIFSMCP100
SemiStd3m_.NSEI,1.0,0.9864912009526973,0.9619177085097179
SemiStd3m_.NIFMDCP100,0.9864912009526973,1.0,0.9916674116737864
SemiStd3m_.NIFSMCP100,0.9619177085097179,0.9916674116737864,1.0
