,Return12m_.NSEI,Return12m_.NIFMDCP100,Return12m_.NIFSMCP100
Return12m_.NSEI,0.01698524638102872,0.02131618711892775,0.02661026270399177
Return12m_.NIFMDCP100,0.02131618711892775,0.03823781528285534,0.04692913472149084
Return12m_.NIFSMCP100,0.02661026270399177,0.04692913472149084,0.06260971093684903
