,Drawdown3m_.NSEI,Drawdown3m_.NIFMDCP100,Drawdown3m_.NIFSMCP100
Drawdown3m_.NSEI,0.007228003715772605,0.00840515536747473,0.010120344343260809
Drawdown3m_.NIFMDCP100,0.00840515536747473,0.010416188810407684,0.012244136178388177
Drawdown3m_.NIFSMCP100,0.010120344343260809,0.012244136178388177,0.015080815809648615
