,Drawdown6m_.NSEI,Drawdown6m_.NIFMDCP100,Drawdown6m_.NIFSMCP100
Drawdown6m_.NSEI,1.0,0.9838852833800928,0.9869535417359836
Drawdown6m_.NIFMDCP100,0.9838852833800928,1.0,0.9878373617674305
Drawdown6m_.NIFSMCP100,0.9869535417359836,0.9878373617674305,1.0
