,Drawdown3m_.NSEI,Drawdown3m_.NIFMDCP100,Drawdown3m_.NIFSMCP100,Drawdown6m_.NSEI,Drawdown6m_.NIFMDCP100,Drawdown6m_.NIFSMCP100,Drawdown12m_.NSEI,Drawdown12m_.NIFMDCP100,Drawdown12m_.NIFSMCP100
Drawdown3m_.NSEI,0.0012877016358060801,0.001426679053986002,0.0015656420030802363,0.0014350847855466552,0.0016601172092679795,0.0017117056981679987,0.0016607461454246795,0.0019840723255960756,0.0020524939181417973
Drawdown3m_.NIFMDCP100,0.001426679053986002,0.0020714988545394537,0.0023244758421412603,0.0015092823176778272,0.0022842765558571355,0.0024602180917922835,0.0016943280739297806,0.002486229668119788,0.002659507534109938
Drawdown3m_.NIFSMCP100,0.0015656420030802363,0.0023244758421412603,0.0029879343257901082,0.0016820828045999957,0.0026973685459801664,0.0032407248179099836,0.001847709551672956,0.0028613478363562128,0.003338129661913882
Drawdown6m_.NSEI,0.0014350847855466552,0.0015092823176778272,0.0016820828045999957,0.0018517319005458895,0.0021831129719630314,0.0022395421814401114,0.0022633534897517193,0.002860766814260064,0.002975036755473495
Drawdown6m_.NIFMDCP100,0.0016601172092679795,0.0022842765558571355,0.0026973685459801664,0.0021831129719630314,0.0036807220767913805,0.004092883158067956,0.0025098554423620576,0.004162619944622271,0.004647373397860665
Drawdown6m_.NIFSMCP100,0.0017117056981679987,0.0024602180917922835,0.0032407248179099836,0.0022395421814401114,0.004092883158067956,0.00532350135403563,0.002539845564515487,0.004591901242196074,0.005787823557908181
Drawdown12m_.NSEI,0.0016607461454246795,0.0016943280739297806,0.001847709551672956,0.0022633534897517193,0.0025098554423620576,0.002539845564515487,0.0032519032074330334,0.0038401188423510773,0.003973107023372741
Drawdown12m_.NIFMDCP100,0.0019840723255960756,0.002486229668119788,0.0028613478363562128,0.002860766814260064,0.004162619944622271,0.004591901242196074,0.0038401188423510773,0.006129462109046777,0.006919975893904788
Drawdown12m_.NIFSMCP100,0.0020524939181417973,0.002659507534109938,0.003338129661913882,0.002975036755473495,0.004647373397860665,0.005787823557908181,0.003973107023372741,0.006919975893904788,0.00856077735785743
