,Drawdown6m_.NSEI,Drawdown6m_.NIFMDCP100,Drawdown6m_.NIFSMCP100
Drawdown6m_.NSEI,0.0018517319005458895,0.0021831129719630314,0.0022395421814401114
Drawdown6m_.NIFMDCP100,0.0021831129719630314,0.0036807220767913805,0.004092883158067956
Drawdown6m_.NIFSMCP100,0.0022395421814401114,0.004092883158067956,0.00532350135403563
