,SemiStd12m_.NSEI,SemiStd12m_.NIFMDCP100,SemiStd12m_.NIFSMCP100
SemiStd12m_.NSEI,1.0,0.8756604253857782,0.8770710628576349
SemiStd12m_.NIFMDCP100,0.8756604253857782,1.0,0.9677020835497113
SemiStd12m_.NIFSMCP100,0.8770710628576349,0.9677020835497113,1.0
