,Return6m_.NSEI,Return6m_.NIFMDCP100,Return6m_.NIFSMCP100
Return6m_.NSEI,0.024492695221472193,0.03192334800109093,0.0424611492691208
Return6m_.NIFMDCP100,0.03192334800109093,0.04345889307298845,0.05827401763742989
Return6m_.NIFSMCP100,0.0424611492691208,0.05827401763742989,0.08108836336928112
