,SemiStd6m_.NSEI,SemiStd6m_.NIFMDCP100,SemiStd6m_.NIFSMCP100
SemiStd6m_.NSEI,0.002266748594978615,0.002782057955277627,0.003608590384228153
SemiStd6m_.NIFMDCP100,0.002782057955277627,0.0035979451248348802,0.004545213890514243
SemiStd6m_.NIFSMCP100,0.003608590384228153,0.004545213890514243,0.006002046363310323
