,Return6m_.NSEI,Return6m_.NIFMDCP100,Return6m_.NIFSMCP100
Return6m_.NSEI,1.0,0.978477430964827,0.9527834134081451
Return6m_.NIFMDCP100,0.978477430964827,1.0,0.981649304879723
Return6m_.NIFSMCP100,0.9527834134081451,0.981649304879723,1.0
