,Return3m_.NSEI,Return3m_.NIFMDCP100,Return3m_.NIFSMCP100
Return3m_.NSEI,0.0037060101004500762,0.003820037185775374,0.0049980594214385984
Return3m_.NIFMDCP100,0.003820037185775374,0.0063239737128533815,0.00820845383457832
Return3m_.NIFSMCP100,0.0049980594214385984,0.00820845383457832,0.01219120977567607
